RK,PLAYER,POS,TEAM,SALARY
56,Darrell Armstrong,PG,Orlando Magic,4125000
57,Bryon Russell,SF,Utah Jazz,4000000
58,Brent Barry,SG,Seattle SuperSonics,3960000
59,Jason Caffey,F,Golden State Warriors,3937000
60,Vitaly Potapenko,C,Boston Celtics,3810000
61,Bob Sura,PG,Cleveland Cavaliers,3760000
62,Walt Williams,F,Houston Rockets,3750000
63,Scott Williams,C,Milwaukee Bucks,3750000
64,Sam Cassell,PG,Milwaukee Bucks,3500000
65,Michael Olowokandi,C,Los Angeles Clippers,3456000
66,Elton Brand,PF,Chicago Bulls,3375000
67,Eric Williams,PF,Boston Celtics,3336000
68,Travis Best,PG,Indiana Pacers,3250000
69,Michael Stewart,PF,Toronto Raptors,3200000
70,Derek Strong,F,Orlando Magic,3159000
71,Mike Bibby,PG,Vancouver Grizzlies,3092000
72,Rick Fox,SF,Los Angeles Lakers,3033000
73,Steve Francis,PG,Houston Rockets,3020000
74,Derek Fisher,PG,Los Angeles Lakers,3000000
75,Eric Snow,PG,Philadelphia 76ers,3000000
76,Ervin Johnson,C,Milwaukee Bucks,2951000
77,Brent Price,G,Vancouver Grizzlies,2944000
78,Travis Knight,C,Los Angeles Lakers,2800000
79,Raef LaFrentz,C,Denver Nuggets,2777000
80,Tracy Murray,SF,Washington Wizards,2720000
81,Tyrone Nesby,F,Los Angeles Clippers,2716000
82,Baron Davis,PG,Charlotte Hornets,2712000
83,Vonteego Cummings,PG,Golden State Warriors,2600000
84,David Wesley,SG,Charlotte Hornets,2520000
85,Dean Garrett,C,Minnesota Timberwolves,2520000
86,Antawn Jamison,PF,Golden State Warriors,2503000
87,Walter McCarty,PF,Boston Celtics,2500000
88,Anthony Peeler,SG,Minnesota Timberwolves,2495000
89,Lamar Odom,PF,Los Angeles Clippers,2445000
90,Cedric E. Henderson,F,Cleveland Cavaliers,2400000
91,Lawrence Funderburke,PF,Sacramento Kings,2400000
92,Lindsey Hunter,SG,Detroit Pistons,2350000
93,Malik Rose,PF,San Antonio Spurs,2285000
94,Vince Carter,SG,Toronto Raptors,2267000
95,Jonathan Bender,SF,Indiana Pacers,2214000
96,Dell Curry,G,Toronto Raptors,2100000
97,Robert Traylor,PF,Milwaukee Bucks,2059000
98,Othella Harrington,PF,Vancouver Grizzlies,2025000
99,Wally Szczerbiak,SG,Minnesota Timberwolves,2011000
100,Terry Porter,G,San Antonio Spurs,2000000
101,Rodney Rogers,SF,Phoenix Suns,2000000
102,Jamie Feick,F,New Jersey Nets,2000000
103,Eric Montross,C,Detroit Pistons,2000000
104,Chris Crawford,SF,Atlanta Hawks,2000000
105,Steve Kerr,G,San Antonio Spurs,1968000
106,Vinny Del Negro,G,Milwaukee Bucks,1925000
107,Sean Rooks,C,Dallas Mavericks,1920000
108,Lucious Harris,SG,New Jersey Nets,1920000
109,Jason Williams,PG,Sacramento Kings,1879000
110,Richard Hamilton,SG,Washington Wizards,1836000
111,Larry Hughes,SG,Philadelphia 76ers,1722000
112,Andre Miller,PG,Cleveland Cavaliers,1682000
113,Dirk Nowitzki,PF,Dallas Mavericks,1583000
114,Shawn Marion,SF,Phoenix Suns,1546000
115,Paul Pierce,SF,Boston Celtics,1503000
116,Jason Terry,SG,Atlanta Hawks,1468000
117,Bonzi Wells,SG,Portland Trail Blazers,1428000
118,Trajan Langdon,SG,Cleveland Cavaliers,1394000
119,Aleksandar Radojevic,C,Toronto Raptors,1325000
120,Keon Clark,PF,Denver Nuggets,1289000
121,Corey Maggette,SF,Orlando Magic,1259000
122,Michael Dickerson,G,Vancouver Grizzlies,1224000
123,Will Avery,G,Minnesota Timberwolves,1196000
124,Matt Harpring,SF,Orlando Magic,1163000
125,Eldridge Recasner,G,Charlotte Hornets,1100000
126,Metta World Peace,SF,Chicago Bulls,1079000
127,Rasho Nesterovic,C,Minnesota Timberwolves,1050000
128,Cal Bowdler,F,Atlanta Hawks,1025000
129,James Posey,SF,Denver Nuggets,974000
130,Pat Garrity,PF,Orlando Magic,952000
131,Quincy Lewis,SG,Utah Jazz,930000
132,Roshown McLeod,F,Atlanta Hawks,914000
133,Dion Glover,SG,Atlanta Hawks,893000
134,Ricky Davis,SG,Charlotte Hornets,878000
135,Greg Foster,C,Seattle SuperSonics,857000
136,Jeff Foster,PF,Indiana Pacers,857000
137,Brian Skinner,PF,Los Angeles Clippers,843000
138,Kenny Thomas,PF,Houston Rockets,823000
139,Devean George,SF,Los Angeles Lakers,790000
140,Al Harrington,PF,Indiana Pacers,745000
141,Tim James,F,Miami Heat,728000
142,Jumaine Jones,SF,Philadelphia 76ers,684000
143,Scott Padgett,PF,Utah Jazz,679000
144,Rafer Alston,PG,Milwaukee Bucks,301000
