RK,PLAYER,POS,TEAM,SALARY
523,Shelvin Mack,PG,Washington Wizards,103121
524,Terrel Harris,SG,Miami Heat,94154
525,Morris Almond,SG,Washington Wizards,75793
526,Mikki Moore,C,Golden State Warriors,75793
527,Keyon Dooling,PG,Memphis Grizzlies,75387
528,DaJuan Summers,SF,Los Angeles Clippers,72892
529,Damion James,SF,Brooklyn Nets,68902
530,Dominic McGuire,PF,Toronto Raptors,68902
531,Donald Sloan,PG,Cleveland Cavaliers,61467
532,Josh Harrellson,PF,Miami Heat,61467
533,Chris Johnson,SF,Memphis Grizzlies,55718
534,Lester Hudson,SG,Utah Jazz,48232
535,Justin Holiday,SG,Philadelphia 76ers,47360
536,Jerel McNeal,SG,Utah Jazz,44835
537,Cedric Jackson,G,Cleveland Cavaliers,40375
538,Jeff Foote,C,New Orleans Pelicans,38194
539,Othyus Jeffers,SG,Minnesota Timberwolves,35868
540,Kris Joseph,SF,Brooklyn Nets,27859
541,Henry Sims,C,New Orleans Hornets,27859
542,Chris Wright,PG,Dallas Mavericks,27859
543,Larry Owens,SF,Brooklyn Nets,22287
544,Mario West,SG,Brooklyn Nets,20103
