TEAM,PLAYER,POS,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,PPS,AFG%
BOS,Bimbo Coles,PG,14.0,0.0,12.5,3.7,0.1,0.7,0.8,1.1,0.43,0.0,0.7,1.2,1.6,9.1,1.6,3.5,0.449,0.0,0.5,0.0,0.6,0.6,1.0,1.6,3.0,0.524,1.061,0.45
BOS,Mark Bryant,F,2.0,0.0,4.5,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,-1.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
BOS,Kedrick Brown,SG,51.0,5.0,13.1,2.8,0.9,1.9,2.7,0.4,0.67,0.25,0.5,1.3,0.9,8.3,1.2,3.4,0.35700000000000004,0.1,0.8,0.077,0.4,0.6,0.63,1.1,2.6,0.439,0.848,0.37
BOS,Walter McCarty,PF,82.0,8.0,23.8,6.1,0.8,2.7,3.5,1.3,0.95,0.34,0.8,2.3,1.6,10.4,2.1,5.1,0.414,1.1,3.0,0.36700000000000005,0.7,1.2,0.62,1.0,2.1,0.48200000000000004,1.1909999999999998,0.52
BOS,Mark Blount,C,27.0,7.0,19.2,4.4,1.8,2.8,4.6,0.8,0.74,0.63,1.2,2.8,0.6,11.1,1.7,3.0,0.563,0.0,0.0,0.0,1.1,1.5,0.75,1.7,3.0,0.563,1.5,0.56
BOS,Mikki Moore,C,3.0,0.0,4.0,0.0,0.3,0.0,0.3,0.0,0.0,0.67,0.0,2.0,0.0,-5.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
BOS,Paul Pierce,SF,79.0,79.0,39.2,25.9,1.3,6.0,7.3,4.4,1.76,0.78,3.6,2.9,1.2,23.5,8.4,20.2,0.41600000000000004,1.5,4.9,0.302,7.6,9.5,0.8,6.9,15.3,0.45399999999999996,1.286,0.45
BOS,Shammond Williams,PG,51.0,2.0,22.9,7.3,0.2,1.9,2.2,2.5,1.2,0.06,1.2,1.6,2.1,12.5,2.6,6.6,0.396,1.1,3.1,0.35200000000000004,0.9,1.1,0.84,1.5,3.5,0.436,1.101,0.48
BOS,Eric Williams,PF,82.0,79.0,28.7,9.1,1.7,2.9,4.7,1.7,1.05,0.23,1.2,2.9,1.4,12.8,3.1,7.0,0.442,0.5,1.3,0.336,2.5,3.3,0.75,2.6,5.7,0.467,1.297,0.47
BOS,J.R. Bremer,PG,64.0,41.0,23.5,8.3,0.3,2.0,2.3,2.6,0.59,0.05,0.9,1.3,2.8,13.2,2.7,7.3,0.369,1.6,4.5,0.353,1.3,1.7,0.77,1.1,2.8,0.39299999999999996,1.138,0.48
BOS,Tony Battie,C,67.0,62.0,25.1,7.3,2.2,4.3,6.5,0.7,0.49,1.21,0.7,2.9,1.0,14.1,3.0,5.5,0.539,0.0,0.1,0.2,1.3,1.8,0.75,3.0,5.4,0.544,1.32,0.54
BOS,Ruben Wolkowyski,F,7.0,0.0,3.4,0.7,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.4,1.0,1.8,0.3,0.6,0.5,0.0,0.1,0.0,0.1,0.6,0.25,0.3,0.5,0.667,1.25,0.5
BOS,Bruno Sundov,C,26.0,0.0,5.3,1.2,0.3,0.8,1.1,0.3,0.23,0.12,0.3,0.9,0.8,1.6,0.5,2.2,0.25,0.2,0.6,0.25,0.0,0.1,0.0,0.3,1.6,0.25,0.5710000000000001,0.29
BOS,Grant Long,F,41.0,1.0,11.9,1.8,0.6,1.4,2.0,0.6,0.22,0.02,0.5,1.5,1.3,4.9,0.7,1.7,0.386,0.0,0.1,0.0,0.4,0.6,0.78,0.7,1.6,0.40299999999999997,1.0290000000000001,0.39
BOS,Tony Delk,PG,67.0,39.0,28.0,9.8,0.6,2.9,3.5,2.2,1.07,0.15,1.0,1.9,2.1,13.8,3.5,8.4,0.41600000000000004,1.8,4.5,0.395,1.0,1.3,0.78,1.7,3.9,0.441,1.168,0.52
BOS,Antoine Walker,PF,78.0,78.0,41.5,20.1,1.3,5.9,7.2,4.8,1.49,0.4,3.3,2.8,1.4,15.6,7.7,19.9,0.38799999999999996,2.4,7.5,0.32299999999999995,2.3,3.7,0.62,5.3,12.4,0.42700000000000005,1.01,0.45
BOS,Vin Baker,PF,52.0,9.0,18.1,5.2,1.7,2.1,3.8,0.6,0.42,0.58,1.2,2.8,0.5,10.0,1.9,4.0,0.478,0.0,0.1,0.0,1.4,2.1,0.67,1.9,3.9,0.488,1.304,0.48
BKN,Brian Scalabrine,PF,59.0,7.0,12.3,3.1,0.7,1.7,2.4,0.8,0.27,0.31,0.8,1.3,1.0,8.7,1.2,2.9,0.402,0.2,0.7,0.359,0.5,0.6,0.83,1.0,2.2,0.415,1.065,0.44
BKN,Brandon Armstrong,SG,17.0,0.0,4.1,1.4,0.0,0.2,0.2,0.1,0.18,0.06,0.3,0.5,0.4,4.8,0.5,1.6,0.33299999999999996,0.1,0.4,0.16699999999999998,0.3,0.4,0.83,0.4,1.2,0.381,0.889,0.35
BKN,Richard Jefferson,SF,80.0,80.0,36.0,15.5,1.9,4.6,6.4,2.5,1.0,0.55,2.0,2.7,1.3,16.4,5.7,11.4,0.501,0.1,0.3,0.25,4.1,5.5,0.74,5.6,11.1,0.507,1.3630000000000002,0.5
BKN,Kenyon Martin,PF,77.0,77.0,34.1,16.7,2.1,6.2,8.3,2.4,1.27,0.91,2.5,3.8,1.0,16.8,6.6,14.1,0.47,0.1,0.6,0.209,3.3,5.1,0.65,6.5,13.5,0.48100000000000004,1.186,0.47
BKN,Anthony Johnson,PG,66.0,2.0,12.8,4.1,0.2,1.0,1.2,1.3,0.56,0.08,0.6,1.4,2.1,11.2,1.6,3.5,0.446,0.2,0.5,0.371,0.8,1.1,0.69,1.4,3.0,0.45899999999999996,1.169,0.47
BKN,Jason Collins,C,81.0,66.0,23.5,5.7,1.7,2.9,4.5,1.1,0.58,0.54,1.0,3.1,1.0,9.2,1.7,4.2,0.414,0.0,0.0,0.0,2.2,2.9,0.76,1.7,4.2,0.419,1.361,0.41
BKN,Chris Childs,G,12.0,0.0,8.8,1.3,0.3,0.2,0.4,1.3,0.67,0.08,0.5,1.4,2.7,5.8,0.5,1.7,0.3,0.1,0.5,0.16699999999999998,0.2,0.3,0.67,0.4,1.2,0.35700000000000004,0.75,0.33
BKN,Jason Kidd,PG,80.0,80.0,37.4,18.7,1.4,4.9,6.3,8.9,2.24,0.31,3.7,1.6,2.4,22.6,6.4,15.6,0.414,1.6,4.6,0.341,4.2,5.0,0.84,4.8,11.0,0.445,1.202,0.46
BKN,Dikembe Mutombo,C,24.0,16.0,21.4,5.8,2.3,4.1,6.4,0.8,0.17,1.54,1.4,2.3,0.6,10.6,2.0,5.5,0.374,0.0,0.0,0.0,1.7,2.3,0.73,2.0,5.5,0.374,1.053,0.37
BKN,Lucious Harris,SG,77.0,25.0,25.6,10.3,0.8,2.2,3.0,2.0,0.69,0.1,0.9,1.2,2.2,13.9,3.9,9.4,0.413,0.6,1.8,0.34600000000000003,2.0,2.5,0.8,3.3,7.6,0.429,1.103,0.45
BKN,Donny Marshall,F,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,-17.4,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
BKN,Kerry Kittles,SG,65.0,57.0,30.0,13.0,0.8,3.1,3.9,2.6,1.55,0.46,0.8,1.7,3.1,18.1,5.1,10.9,0.467,1.2,3.4,0.35600000000000004,1.6,2.1,0.79,3.9,7.5,0.516,1.193,0.52
BKN,Aaron Williams,C,81.0,0.0,19.7,6.2,1.7,2.4,4.1,1.1,0.33,0.7,1.0,2.5,1.0,11.3,2.5,5.4,0.45299999999999996,0.0,0.0,0.0,1.3,1.6,0.78,2.5,5.4,0.45399999999999996,1.139,0.45
BKN,Tamar Slay,SG,36.0,0.0,7.6,2.6,0.2,0.6,0.9,0.4,0.39,0.08,0.6,0.9,0.7,7.5,1.1,2.9,0.379,0.2,0.7,0.28,0.2,0.3,0.7,0.9,2.2,0.41,0.893,0.41
BKN,Rodney Rogers,SF,68.0,0.0,19.2,7.0,0.9,3.0,3.9,1.6,0.74,0.46,1.3,2.8,1.2,11.6,2.7,6.7,0.402,0.6,1.9,0.33299999999999996,1.0,1.3,0.76,2.1,4.8,0.43,1.051,0.45
NY,Clarence Weatherspoon,PF,79.0,19.0,25.6,6.6,2.7,4.9,7.6,0.9,0.87,0.46,0.8,2.2,1.1,13.6,2.4,5.2,0.449,0.0,0.0,0.0,1.9,2.5,0.77,2.4,5.2,0.449,1.258,0.45
NY,Shandon Anderson,SF,82.0,9.0,21.1,8.4,0.8,2.3,3.1,1.1,0.89,0.24,1.4,2.2,0.8,13.5,3.0,6.5,0.462,0.6,1.7,0.371,1.7,2.3,0.73,2.4,4.8,0.494,1.2790000000000001,0.51
