RK,PLAYER,POS,TEAM,SALARY
204,Darvin Ham,SF,Milwaukee Bucks,1700000
205,Dirk Nowitzki,PF,Dallas Mavericks,1693000
206,Shawn Marion,SF,Phoenix Suns,1662000
207,Joel Przybilla,C,Milwaukee Bucks,1619000
208,Paul Pierce,SF,Boston Celtics,1608000
209,Jason Terry,SG,Atlanta Hawks,1579000
210,Keyon Dooling,PG,Los Angeles Clippers,1538000
211,Bonzi Wells,SG,Portland Trail Blazers,1528000
212,Jacque Vaughn,PG,Utah Jazz,1500000
213,Trajan Langdon,SG,Cleveland Cavaliers,1500000
214,Matt Bullard,F,Houston Rockets,1481000
215,Jerome Moiso,C,Boston Celtics,1461000
216,Aleksandar Radojevic,C,Denver Nuggets,1425000
217,Johnny Newman,F,New Jersey Nets,1400000
218,Keon Clark,PF,Toronto Raptors,1379000
219,Tony Massenburg,PF,Vancouver Grizzlies,1360000
220,Corey Maggette,SF,Los Angeles Clippers,1353000
221,Corie Blount,PF,Phoenix Suns,1320000
222,Courtney Alexander,SG,Washington Wizards,1319000
223,Michael Dickerson,G,Vancouver Grizzlies,1310000
224,Peja Stojakovic,SF,Sacramento Kings,1310000
225,Will Avery,G,Minnesota Timberwolves,1286000
226,Mateen Cleaves,PG,Detroit Pistons,1253000
227,Matt Harpring,SF,Cleveland Cavaliers,1244000
228,Zan Tabak,C,Indiana Pacers,1210000
229,LaPhonso Ellis,F,Minnesota Timberwolves,1200000
230,Eldridge Recasner,G,Charlotte Hornets,1200000
231,Danny Manning,F,Utah Jazz,1200000
232,Danny Ferry,F,San Antonio Spurs,1200000
233,Anthony Carter,PG,Miami Heat,1200000
234,Hersey Hawkins,G,Charlotte Hornets,1200000
235,Jason Collier,C,Houston Rockets,1190000
236,Metta World Peace,SF,Chicago Bulls,1160000
237,Hedo Turkoglu,SF,Sacramento Kings,1131000
238,Tom Hammonds,F,Minnesota Timberwolves,1130000
239,Rasho Nesterovic,C,Minnesota Timberwolves,1123000
240,Cal Bowdler,F,Atlanta Hawks,1102000
241,Greg Buckner,SG,Dallas Mavericks,1100000
242,Desmond Mason,SF,Seattle SuperSonics,1074000
243,James Posey,SF,Denver Nuggets,1047000
244,Quentin Richardson,SF,Los Angeles Clippers,1020000
245,Pat Garrity,PF,Orlando Magic,1019000
246,Quincy Lewis,SG,Utah Jazz,1000000
247,Ruben Patterson,PF,Seattle SuperSonics,990000
248,Roshown McLeod,F,Philadelphia 76ers,978000
249,Jamaal Magloire,C,Charlotte Hornets,975000
250,Dion Glover,SG,Atlanta Hawks,960000
251,Ricky Davis,SG,Miami Heat,939000
252,Jeff Foster,PF,Indiana Pacers,922000
253,Brian Skinner,PF,Los Angeles Clippers,901000
254,Morris Peterson,SG,Toronto Raptors,898000
255,Kenny Thomas,PF,Houston Rockets,885000
256,Fred Hoiberg,SG,Chicago Bulls,880000
257,Tyronn Lue,PG,Los Angeles Lakers,865000
258,Devean George,SF,Los Angeles Lakers,849000
259,Felipe Lopez,G,Washington Wizards,831000
260,DeShawn Stevenson,SG,Utah Jazz,828000
261,John Crotty,G,Utah Jazz,800000
262,Don MacLean,F,Miami Heat,798000
263,Al Harrington,PF,Indiana Pacers,797000
264,Dalibor Bagaric,C,Chicago Bulls,795000
265,Tim James,F,Charlotte Hornets,783000
266,Jake Tsakalidis,C,Phoenix Suns,763000
267,Vonteego Cummings,PG,Golden State Warriors,757000
268,Hubert Davis,SG,Washington Wizards,752000
269,Corey Benjamin,G,Chicago Bulls,744000
270,Nazr Mohammed,C,Philadelphia 76ers,739000
271,Jumaine Jones,SF,Philadelphia 76ers,735000
272,Bruce Bowen,SF,Miami Heat,733000
273,Scott Padgett,PF,Utah Jazz,730000
274,Damon Jones,PG,Vancouver Grizzlies,714000
275,Erick Barkley,G,Portland Trail Blazers,712000
276,Mark Madsen,PF,Los Angeles Lakers,707000
277,Darrick Martin,PG,Sacramento Kings,673000
278,Emanual Davis,G,Seattle SuperSonics,611000
279,Eddie Robinson,SF,Charlotte Hornets,600000
280,John Amaechi,PF,Orlando Magic,598000
281,Shammond Williams,PG,Seattle SuperSonics,550000
282,Terry Davis,C,Denver Nuggets,548000
283,Don Reid,F,Orlando Magic,548000
284,Mahmoud Abdul-Rauf,G,Vancouver Grizzlies,548000
285,Kevin Edwards,G,Vancouver Grizzlies,548000
286,David Wingate,G,Seattle SuperSonics,548000
287,Dee Brown,G,Orlando Magic,548000
288,Matt Maloney,G,Atlanta Hawks,548000
289,Jeff McInnis,PG,Los Angeles Clippers,523000
290,Moochie Norris,PG,Houston Rockets,523000
291,Ryan Bowen,SF,Denver Nuggets,508000
292,Laron Profit,SG,Washington Wizards,508000
293,Rick Brunson,PG,New York Knicks,507000
294,Mark Pope,C,Milwaukee Bucks,498000
295,Kornel David,F,Toronto Raptors,498000
296,Bruno Sundov,C,Indiana Pacers,498000
297,Adrian Griffin,SG,Boston Celtics,498000
298,Mark Bryant,F,Dallas Mavericks,458000
299,Rafer Alston,PG,Milwaukee Bucks,423000
300,Todd MacCulloch,C,Philadelphia 76ers,423000
301,Mark Blount,C,Boston Celtics,423000
302,Calvin Booth,C,Washington Wizards,423000
303,Chris Herren,G,Boston Celtics,423000
304,Elliot Perry,G,Phoenix Suns,390000
305,Kevin Ollie,PG,Philadelphia 76ers,363000
306,Milt Palacio,PG,Boston Celtics,326000
307,Eddie House,SG,Miami Heat,316000
308,Stephen Jackson,SF,New Jersey Nets,316000
309,Jake Voskuhl,C,Chicago Bulls,316000
310,Michael Redd,SG,Milwaukee Bucks,316000
311,Eduardo Najera,PF,Dallas Mavericks,316000
312,Dan Langhi,PF,Houston Rockets,316000
313,Daniel Santiago,C,Phoenix Suns,316000
314,Mike Smith,F,Washington Wizards,316000
315,Hanno Mottola,C,Atlanta Hawks,316000
316,Rodney Buford,SF,Philadelphia 76ers,288000
317,Anthony Goldwire,PG,Denver Nuggets,243000
318,Chucky Brown,F,Golden State Warriors,241000
319,Vernon Maxwell,G,Philadelphia 76ers,161000
320,Doug Overton,PG,New Jersey Nets,90000
321,Sean Colson,G,Houston Rockets,83000
322,David Vanterpool,G,Washington Wizards,80000
323,Steve Goodrich,F,Chicago Bulls,37000
324,Eddie Gill,PG,New Jersey Nets,34000
325,Chris Garner,G,Golden State Warriors,32000
326,Scott Burrell,G,Charlotte Hornets,29000
327,Dan McClintock,C,Denver Nuggets,26000
328,Raja Bell,SG,Philadelphia 76ers,24000
329,Jamel Thomas,F,New Jersey Nets,24000
