TEAM,PLAYER,POS,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,PPS,AFG%
BOS,Allan Ray,G,47,5,15.1,6.2,0.4,1.1,1.5,0.9,0.43,0.06,0.9,1.8,1.0,10.0,2.1,5.5,0.386,1.0,2.5,0.414,0.9,1.2,0.76,1.1,3.0,0.364,1.12,0.48
BKN,Richard Jefferson,SF,55,53,35.6,16.3,0.9,3.5,4.4,2.7,0.62,0.15,2.2,2.2,1.2,13.9,5.5,12.1,0.456,0.9,2.6,0.359,4.3,5.9,0.73,4.6,9.5,0.483,1.349,0.49
BKN,Mikki Moore,C,79,55,26.4,9.8,1.8,3.3,5.1,0.9,0.58,0.76,1.4,3.3,0.7,14.8,3.9,6.4,0.609,0.0,0.0,0.0,2.0,3.0,0.68,3.9,6.4,0.61,1.534,0.61
BKN,Josh Boone,PF,61,0,11.0,4.2,1.0,1.8,2.9,0.2,0.18,0.34,0.5,1.5,0.3,14.6,1.6,2.8,0.579,0.0,0.0,0.0,0.9,1.7,0.54,1.6,2.8,0.579,1.485,0.58
BKN,Vince Carter,SG,82,82,38.1,25.2,1.4,4.6,6.0,4.8,1.0,0.37,2.6,3.2,1.8,21.9,8.9,19.5,0.45399999999999996,1.9,5.3,0.35700000000000004,5.6,7.0,0.8,7.0,14.2,0.491,1.295,0.5
BKN,Bernard Robinson,SG,10,0,3.7,1.0,0.1,0.5,0.6,0.2,0.4,0.1,0.0,0.4,0.0,7.6,0.3,0.8,0.375,0.0,0.0,0.0,0.4,0.5,0.8,0.3,0.8,0.375,1.25,0.38
BKN,Bostjan Nachbar,SF,76,1,20.2,9.2,0.4,3.0,3.3,0.8,0.39,0.34,0.9,2.4,0.9,14.6,3.0,6.5,0.457,1.5,3.5,0.423,1.7,2.2,0.8,1.5,3.0,0.496,1.406,0.57
BKN,Jason Collins,C,80,78,23.1,2.1,1.1,2.8,4.0,0.6,0.5,0.48,0.9,3.4,0.6,3.0,0.7,1.9,0.364,0.0,0.0,0.0,0.7,1.6,0.46,0.7,1.9,0.369,1.119,0.36
BKN,Jason Kidd,PG,80,80,36.7,13.0,1.7,6.5,8.2,9.2,1.59,0.29,2.7,1.8,3.5,19.5,4.6,11.4,0.406,1.6,4.5,0.34299999999999997,2.2,2.9,0.78,3.0,6.9,0.44799999999999995,1.146,0.47
BKN,Marcus Williams,PG,79,2,16.6,6.8,0.4,1.7,2.1,3.3,0.37,0.03,1.8,1.2,1.8,11.6,2.6,6.7,0.395,0.6,2.1,0.282,0.9,1.1,0.85,2.0,4.6,0.446,1.015,0.44
BKN,Clifford Robinson,PF,50,1,19.1,4.1,0.6,1.8,2.4,1.0,0.24,0.46,0.6,2.0,1.7,6.0,1.6,4.4,0.37200000000000005,0.5,1.3,0.379,0.3,0.7,0.44,1.1,3.1,0.368,0.9309999999999999,0.43
BKN,Hassan Adams,SF,61,8,8.1,2.9,0.6,0.7,1.3,0.2,0.28,0.07,0.4,0.8,0.6,12.8,1.2,2.2,0.556,0.0,0.0,0.0,0.4,0.6,0.67,1.2,2.2,0.56,1.2890000000000001,0.56
BKN,Nenad Krstic,C,26,26,32.6,16.4,2.0,4.8,6.8,1.8,0.38,0.92,2.0,3.4,0.9,17.0,6.5,12.4,0.526,0.0,0.0,0.0,3.3,4.7,0.71,6.5,12.4,0.528,1.319,0.53
BKN,Antoine Wright,SF,63,23,18.0,4.5,0.6,2.2,2.8,0.9,0.48,0.16,0.7,1.9,1.3,8.2,1.7,4.0,0.43799999999999994,0.3,0.9,0.322,0.7,1.2,0.6,1.4,3.1,0.474,1.127,0.48
BKN,Eddie House,SG,56,1,16.9,8.4,0.3,1.4,1.6,1.2,0.48,0.05,0.5,1.2,2.5,15.1,3.2,7.5,0.428,1.3,3.1,0.429,0.6,0.6,0.92,1.9,4.4,0.42700000000000005,1.112,0.52
BKN,Mile Ilic,C,5,0,1.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.6,0.2,0.0,-48.7,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
NY,Stephon Marbury,PG,74,74,37.1,16.4,0.5,2.4,2.9,5.4,0.96,0.14,2.4,2.5,2.3,15.4,5.3,12.9,0.415,1.7,4.7,0.35700000000000004,4.0,5.2,0.77,3.6,8.2,0.44799999999999995,1.271,0.48
NY,Malik Rose,PF,65,2,12.5,3.0,0.7,2.0,2.7,1.0,0.4,0.14,1.0,1.8,1.0,7.8,1.1,2.9,0.39799999999999996,0.0,0.1,0.25,0.6,0.8,0.81,1.1,2.8,0.40399999999999997,1.032,0.4
NY,Randolph Morris,C,5,0,8.8,0.8,0.2,1.6,1.8,0.2,0.4,0.2,0.4,0.8,0.5,1.5,0.2,1.2,0.16699999999999998,0.0,0.0,0.0,0.4,1.2,0.33,0.2,1.2,0.16699999999999998,0.667,0.17
NY,Channing Frye,PF,72,59,26.3,9.5,1.3,4.2,5.5,0.9,0.5,0.58,1.4,3.0,0.7,10.5,4.1,9.6,0.433,0.0,0.3,0.16699999999999998,1.2,1.5,0.79,4.1,9.3,0.44,0.993,0.43
NY,Jerome James,C,41,11,6.7,1.9,0.5,1.1,1.6,0.1,0.15,0.37,0.6,1.8,0.1,5.2,0.8,1.9,0.418,0.0,0.0,0.0,0.2,0.4,0.56,0.8,1.9,0.418,0.9620000000000001,0.42
NY,Quentin Richardson,SF,49,47,33.1,13.0,1.3,5.9,7.2,2.2,0.73,0.14,1.4,2.7,1.5,14.3,4.7,11.1,0.418,2.0,5.3,0.376,1.7,2.4,0.69,2.7,5.8,0.456,1.167,0.51
NY,David Lee,PF,58,12,29.8,10.7,3.4,7.0,10.4,1.8,0.83,0.4,1.6,2.7,1.1,20.3,4.1,6.9,0.6,0.0,0.0,0.0,2.4,3.0,0.82,4.1,6.9,0.6,1.5530000000000002,0.6
NY,Kelvin Cato,C,18,0,5.3,1.2,0.7,1.1,1.7,0.0,0.17,0.56,0.3,0.6,0.0,12.2,0.4,1.2,0.318,0.0,0.0,0.0,0.4,0.7,0.67,0.4,1.2,0.318,1.0,0.32
NY,Mardy Collins,PG,52,9,14.9,4.5,0.5,1.5,2.0,1.6,0.62,0.06,1.1,1.4,1.5,9.1,1.7,4.4,0.382,0.3,0.9,0.27699999999999997,0.9,1.6,0.59,1.4,3.5,0.409,1.031,0.41
NY,Steve Francis,PG,44,30,28.1,11.3,0.8,2.8,3.6,3.9,0.93,0.27,2.3,2.9,1.7,15.2,3.2,7.8,0.408,1.0,2.5,0.37799999999999995,4.0,4.8,0.83,2.2,5.3,0.42200000000000004,1.449,0.47
NY,Jared Jeffries,PF,55,43,23.8,4.1,2.0,2.3,4.3,1.2,0.8,0.55,1.1,2.7,1.1,8.7,1.7,3.7,0.461,0.0,0.4,0.1,0.6,1.2,0.46,1.7,3.3,0.5,1.083,0.47
NY,Eddy Curry,C,81,81,35.2,19.5,2.4,4.6,7.0,0.8,0.42,0.49,3.6,3.3,0.2,17.1,7.2,12.5,0.5760000000000001,0.0,0.0,1.0,5.0,8.1,0.61,7.2,12.5,0.575,1.551,0.58
NY,Nate Robinson,PG,64,5,21.2,10.1,0.9,1.5,2.4,1.4,0.78,0.09,1.1,2.5,1.3,15.3,3.5,8.2,0.434,1.3,3.3,0.39,1.7,2.2,0.78,2.2,4.9,0.465,1.2329999999999999,0.51
NY,Jamal Crawford,SG,59,36,37.3,17.6,0.7,2.5,3.2,4.4,0.97,0.14,2.7,1.9,1.6,14.6,6.0,15.0,0.4,1.7,5.5,0.32,3.9,4.6,0.84,4.3,9.5,0.445,1.173,0.46
NY,Renaldo Balkman,SF,68,1,15.6,4.9,1.4,2.9,4.3,0.6,0.84,0.65,0.7,2.1,0.9,16.1,2.0,4.0,0.505,0.1,0.4,0.185,0.8,1.3,0.57,1.9,3.6,0.54,1.215,0.51
PHI,Steven Hunter,C,70,41,22.9,6.4,1.6,3.2,4.8,0.4,0.19,1.09,0.9,2.0,0.4,12.4,2.7,4.7,0.5770000000000001,0.0,0.0,0.0,1.1,2.2,0.49,2.7,4.7,0.5770000000000001,1.38,0.58
PHI,Lou Amundson,PF,10,0,8.7,1.6,1.3,1.5,2.8,0.1,0.1,0.8,0.5,1.5,0.2,9.4,0.6,1.5,0.4,0.0,0.0,0.0,0.4,1.0,0.4,0.6,1.5,0.4,1.067,0.4
PHI,Kyle Korver,SG,74,1,30.9,14.4,0.4,3.1,3.5,1.4,0.77,0.27,1.6,2.5,0.9,14.2,5.0,11.4,0.44,1.8,4.1,0.43,2.6,2.8,0.91,3.2,7.3,0.446,1.263,0.52
PHI,Samuel Dalembert,C,82,82,30.9,10.7,2.9,6.0,8.9,0.8,0.57,1.94,2.0,3.5,0.4,16.1,4.3,8.0,0.541,0.0,0.0,0.0,2.0,2.7,0.75,4.3,8.0,0.5429999999999999,1.3359999999999999,0.54
PHI,Allen Iverson,SG,15,15,42.7,31.2,0.5,2.3,2.7,7.3,2.2,0.07,4.4,1.4,1.7,19.6,10.1,24.4,0.413,0.8,3.5,0.226,10.3,11.6,0.89,9.3,20.9,0.444,1.2790000000000001,0.43
PHI,Andre Miller,PG,57,56,37.6,13.6,1.3,3.1,4.4,7.3,1.28,0.11,2.7,2.2,2.7,16.2,5.4,11.6,0.46399999999999997,0.0,0.3,0.053,2.8,3.5,0.81,5.4,11.3,0.47700000000000004,1.172,0.47
PHI,Rodney Carney,SG,67,35,17.4,6.6,0.6,1.3,1.9,0.4,0.57,0.34,0.6,1.8,0.6,11.4,2.7,5.9,0.46399999999999997,0.4,1.1,0.34700000000000003,0.8,1.3,0.61,2.3,4.8,0.491,1.128,0.5
PHI,Bobby Jones,SF,44,5,7.6,2.5,0.5,0.8,1.3,0.4,0.25,0.02,0.4,1.3,0.9,9.4,1.0,2.1,0.462,0.0,0.2,0.111,0.5,0.9,0.56,1.0,1.9,0.5,1.183,0.47
PHI,Alan Henderson,PF,38,5,11.0,3.1,1.3,1.6,2.8,0.3,0.24,0.32,0.3,1.6,0.8,15.7,1.1,1.8,0.642,0.0,0.0,0.0,0.9,1.2,0.7,1.1,1.8,0.642,1.776,0.64
PHI,Joe Smith,PF,54,11,25.1,9.2,2.0,4.7,6.7,0.9,0.57,0.37,1.2,2.3,0.7,14.0,3.5,7.9,0.445,0.0,0.1,0.0,2.1,2.5,0.85,3.5,7.8,0.449,1.159,0.45
PHI,Shavlik Randolph,PF,13,6,13.8,4.5,1.5,2.7,4.2,0.3,0.54,0.77,0.7,1.8,0.4,15.2,1.8,3.7,0.479,0.0,0.0,0.0,0.9,1.7,0.55,1.8,3.7,0.479,1.208,0.48
PHI,Steven Smith,SF,8,0,3.5,0.6,0.1,0.6,0.8,0.0,0.13,0.0,0.3,0.5,0.0,-1.8,0.3,1.0,0.25,0.0,0.0,0.0,0.1,0.3,0.5,0.3,1.0,0.25,0.625,0.25
PHI,Andre Iguodala,SG,76,76,40.3,18.2,1.0,4.7,5.7,5.7,2.0,0.43,3.4,2.6,1.7,18.2,5.8,13.0,0.447,0.6,2.0,0.31,5.9,7.3,0.82,5.2,11.0,0.47200000000000003,1.399,0.47
PHI,Ivan McFarlin,PF,11,0,3.7,1.4,0.6,0.4,1.0,0.1,0.0,0.0,0.1,0.7,1.0,12.2,0.5,1.2,0.385,0.0,0.1,0.0,0.5,0.6,0.71,0.5,1.1,0.41700000000000004,1.1540000000000001,0.38
PHI,Louis Williams,SG,61,0,11.3,4.3,0.3,0.9,1.1,1.8,0.36,0.02,0.8,0.7,2.4,14.6,1.5,3.5,0.441,0.2,0.6,0.324,1.0,1.5,0.7,1.3,2.9,0.466,1.242,0.47
PHI,Chris Webber,C,18,18,30.2,11.0,2.1,6.2,8.3,3.4,1.0,0.83,1.8,2.0,1.8,16.0,4.9,12.8,0.387,0.1,0.3,0.4,1.0,1.6,0.64,4.8,12.5,0.387,0.861,0.39
PHI,Willie Green,SG,74,36,24.9,11.3,0.6,1.6,2.1,1.5,0.76,0.05,1.4,1.9,1.1,10.3,4.8,11.7,0.41100000000000003,0.7,2.1,0.325,1.0,1.5,0.67,4.1,9.6,0.43,0.9670000000000001,0.44
PHI,Kevin Ollie,PG,53,23,17.3,3.8,0.2,1.2,1.4,2.5,0.4,0.02,0.9,1.4,2.8,8.4,1.5,3.5,0.433,0.0,0.0,0.0,0.7,0.8,0.82,1.5,3.5,0.43799999999999994,1.064,0.43
TOR,Joey Graham,SF,79,21,16.7,6.4,0.7,2.4,3.1,0.6,0.38,0.05,0.6,2.0,0.9,12.9,2.4,4.9,0.495,0.1,0.4,0.29,1.4,1.7,0.84,2.3,4.5,0.513,1.296,0.51
TOR,Kris Humphries,PF,60,2,11.2,3.8,1.3,1.8,3.1,0.3,0.23,0.35,0.5,1.6,0.6,13.7,1.5,3.1,0.47,0.0,0.0,0.0,0.9,1.3,0.67,1.5,3.1,0.47,1.227,0.47
TOR,T.J. Ford,PG,75,71,29.9,14.0,0.7,2.4,3.1,7.9,1.35,0.11,3.1,2.5,2.6,18.3,5.2,12.0,0.436,0.3,0.9,0.304,3.2,3.9,0.82,4.9,11.1,0.447,1.161,0.45
TOR,Fred Jones,SG,39,9,22.3,7.6,0.4,1.7,2.1,1.4,0.77,0.31,1.3,2.1,1.1,10.0,2.5,6.4,0.386,0.8,2.6,0.317,1.9,2.3,0.83,1.7,3.8,0.43200000000000005,1.193,0.45
TOR,Luke Jackson,SF,10,2,12.2,4.5,0.2,0.7,0.9,0.9,0.5,0.1,0.6,1.2,1.5,10.3,1.8,3.5,0.514,0.4,1.3,0.308,0.5,0.9,0.56,1.4,2.2,0.636,1.286,0.57
TOR,Darrick Martin,PG,31,0,7.1,3.0,0.1,0.3,0.4,1.4,0.1,0.0,0.4,0.7,3.6,11.6,1.1,3.0,0.35100000000000003,0.4,1.2,0.35100000000000003,0.5,0.7,0.71,0.7,1.8,0.35100000000000003,1.0,0.42
TOR,Jose Calderon,PG,77,11,21.0,8.7,0.3,1.5,1.7,5.0,0.82,0.06,1.4,1.8,3.5,19.2,3.4,6.6,0.521,0.3,1.0,0.33299999999999996,1.5,1.9,0.82,3.1,5.6,0.5529999999999999,1.3230000000000002,0.55
TOR,Juan Dixon,SG,26,5,26.3,11.1,0.4,2.4,2.8,1.6,1.04,0.08,0.9,2.5,1.7,11.8,4.2,10.0,0.425,1.0,3.2,0.325,1.6,1.7,0.93,3.2,6.8,0.47200000000000003,1.112,0.48
TOR,Anthony Parker,SG,73,73,33.4,12.4,0.8,3.1,3.9,2.1,1.0,0.15,1.0,1.8,2.2,14.5,4.5,9.4,0.47700000000000004,1.6,3.6,0.441,1.8,2.2,0.84,2.9,5.8,0.5,1.314,0.56
TOR,Uros Slokar,PF,20,0,3.6,1.9,0.4,0.4,0.7,0.1,0.05,0.1,0.5,0.6,0.1,13.5,0.7,1.3,0.5379999999999999,0.1,0.1,0.5,0.5,0.7,0.69,0.6,1.2,0.542,1.462,0.56
TOR,Morris Peterson,SG,71,12,21.3,8.9,0.5,2.9,3.3,0.7,0.63,0.17,0.7,1.8,0.9,13.2,3.1,7.3,0.429,1.5,4.2,0.359,1.2,1.7,0.68,1.6,3.1,0.523,1.226,0.53
TOR,P.J. Tucker,SF,17,0,4.9,1.8,0.6,0.7,1.4,0.2,0.12,0.0,0.4,0.7,0.5,12.4,0.6,1.3,0.5,0.0,0.0,0.0,0.5,0.8,0.57,0.6,1.3,0.5,1.364,0.5
TOR,Chris Bosh,C,69,69,38.5,22.6,2.7,8.0,10.7,2.5,0.57,1.3,2.6,2.4,1.0,22.7,7.9,15.9,0.496,0.2,0.5,0.34299999999999997,6.7,8.6,0.78,7.7,15.4,0.501,1.4269999999999998,0.5
TOR,Jorge Garbajosa,PF,67,60,28.5,8.5,0.7,4.2,4.9,1.9,1.16,0.22,1.0,1.3,2.0,12.1,3.3,7.9,0.42,1.0,2.9,0.342,0.9,1.2,0.73,2.3,5.0,0.46399999999999997,1.072,0.48
TOR,Rasho Nesterovic,C,80,73,21.0,6.2,1.4,3.1,4.5,0.9,0.46,1.05,0.7,2.4,1.3,13.9,2.9,5.3,0.546,0.0,0.0,0.0,0.4,0.6,0.68,2.9,5.3,0.5479999999999999,1.173,0.55
TOR,Pape Sow,PF,7,0,4.9,1.4,0.9,0.7,1.6,0.3,0.14,0.14,0.1,0.3,2.0,15.6,0.4,1.3,0.33299999999999996,0.0,0.0,0.0,0.6,0.9,0.67,0.4,1.3,0.33299999999999996,1.111,0.33
TOR,Andrea Bargnani,C,65,2,25.1,11.6,0.8,3.1,3.9,0.8,0.49,0.82,1.6,2.8,0.5,12.8,4.1,9.6,0.42700000000000005,1.5,4.1,0.373,1.8,2.2,0.82,2.6,5.5,0.46799999999999997,1.202,0.51
GS,Baron Davis,PG,63,62,35.3,20.1,0.8,3.6,4.4,8.1,2.14,0.46,3.1,2.9,2.6,21.0,7.2,16.3,0.439,1.3,4.4,0.304,4.4,5.9,0.75,5.9,11.9,0.489,1.227,0.48
GS,Josh Powell,PF,30,0,9.6,3.5,0.6,1.7,2.3,0.6,0.17,0.4,0.8,1.4,0.8,9.5,1.4,2.6,0.526,0.0,0.0,0.0,0.7,1.0,0.73,1.4,2.6,0.526,1.3330000000000002,0.53
GS,Troy Murphy,PF,26,17,25.7,8.9,1.4,4.6,6.0,2.3,0.81,0.65,1.1,2.4,2.1,14.5,3.1,6.9,0.45,0.8,2.3,0.373,1.8,2.5,0.71,2.3,4.6,0.488,1.2830000000000001,0.51
GS,Mickael Pietrus,SF,72,38,26.9,11.1,1.1,3.4,4.5,0.9,0.67,0.76,1.5,3.1,0.6,13.0,4.0,8.1,0.488,1.3,3.3,0.38799999999999996,1.9,2.9,0.65,2.7,4.8,0.5579999999999999,1.367,0.57
GS,Mike Dunleavy,SF,39,6,26.9,11.4,1.0,3.8,4.8,3.0,0.97,0.31,1.8,2.1,1.6,14.2,4.3,9.5,0.449,0.9,2.7,0.34600000000000003,2.0,2.6,0.77,3.4,6.8,0.489,1.205,0.5
GS,Stephen Jackson,SF,38,37,34.0,16.8,1.2,2.2,3.3,4.6,1.34,0.37,2.7,3.0,1.7,14.5,6.0,13.5,0.446,1.6,4.6,0.341,3.2,4.0,0.8,4.4,8.9,0.499,1.245,0.5
GS,Anthony Roberson,SG,20,1,11.4,5.6,0.1,1.0,1.1,0.5,0.6,0.0,0.7,1.4,0.8,11.4,2.2,5.2,0.423,1.1,2.8,0.382,0.1,0.2,0.67,1.1,2.4,0.469,1.067,0.52
GS,Monta Ellis,SG,77,53,34.3,16.5,0.8,2.4,3.2,4.1,1.71,0.27,2.9,2.7,1.4,15.1,6.2,13.1,0.475,0.5,1.9,0.273,3.5,4.6,0.76,5.7,11.2,0.509,1.2590000000000001,0.49
GS,Sarunas Jasikevicius,PG,26,2,11.9,4.3,0.2,0.6,0.8,2.3,0.5,0.04,1.2,0.8,2.0,12.4,1.4,3.9,0.366,0.5,1.7,0.273,1.0,1.2,0.87,0.9,2.2,0.439,1.119,0.43
GS,Dajuan Wagner,SG,1,0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,4.0,1.5
GS,Jason Richardson,SG,51,49,32.8,16.0,1.4,3.7,5.1,3.4,1.06,0.63,1.6,2.5,2.1,15.6,6.0,14.4,0.41700000000000004,2.2,5.9,0.365,1.8,2.7,0.66,3.8,8.5,0.45299999999999996,1.109,0.49
GS,Kelenna Azubuike,SF,41,9,16.3,7.1,0.6,1.7,2.3,0.7,0.54,0.24,1.0,1.2,0.7,13.4,2.4,5.4,0.445,0.8,1.9,0.43,1.5,1.9,0.78,1.6,3.5,0.45399999999999996,1.3230000000000002,0.52
GS,Al Harrington,PF,42,42,32.3,17.0,1.9,4.5,6.4,2.3,0.95,0.33,1.9,3.6,1.3,14.9,6.5,14.2,0.456,1.7,4.2,0.41700000000000004,2.3,3.4,0.68,4.8,10.0,0.473,1.196,0.52
GS,Keith McLeod,PG,26,2,14.6,5.3,0.1,0.7,0.8,1.7,0.65,0.12,0.9,0.8,2.0,10.3,1.6,4.0,0.39,0.3,0.9,0.391,1.8,2.0,0.89,1.3,3.1,0.39,1.314,0.43
GS,Andris Biedrins,C,82,63,29.0,9.5,3.1,6.2,9.3,1.1,0.82,1.66,1.5,3.7,0.7,16.2,4.2,7.1,0.599,0.0,0.0,0.0,1.1,2.0,0.52,4.2,7.1,0.599,1.348,0.6
GS,Patrick O'Bryant,C,16,0,7.4,1.9,0.4,0.9,1.3,0.6,0.38,0.5,0.5,1.6,1.1,7.3,0.6,2.0,0.313,0.0,0.0,0.0,0.7,1.1,0.65,0.6,2.0,0.313,0.9690000000000001,0.31
GS,Adonal Foyle,C,48,6,9.9,2.2,1.1,1.6,2.6,0.4,0.23,1.04,0.5,1.3,0.8,13.6,1.0,1.8,0.565,0.0,0.0,0.0,0.2,0.5,0.44,1.0,1.8,0.565,1.2590000000000001,0.56
GS,Ike Diogu,PF,17,0,13.1,7.2,1.2,2.5,3.7,0.3,0.18,0.65,1.1,2.1,0.3,15.0,2.6,4.9,0.53,0.0,0.0,0.0,2.1,2.6,0.8,2.6,4.9,0.53,1.482,0.53
GS,Renaldo Major,SF,1,0,27.0,5.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,-3.7,2.0,10.0,0.2,0.0,0.0,0.0,1.0,2.0,0.5,2.0,10.0,0.2,0.5,0.2
GS,Matt Barnes,SF,76,23,23.9,9.8,1.2,3.4,4.6,2.1,0.96,0.54,1.4,2.5,1.5,14.7,3.6,8.3,0.43799999999999994,1.4,3.8,0.366,1.2,1.6,0.73,2.2,4.5,0.5,1.188,0.52
LAC,Alvin Williams,PG,2,0,5.0,1.0,0.5,0.0,0.5,1.5,1.0,0.0,1.5,0.0,1.0,6.6,0.0,1.0,0.0,0.0,0.5,0.0,1.0,2.0,0.5,0.0,0.5,0.0,1.0,0.0
LAC,Daniel Ewing,PG,61,3,11.7,2.9,0.1,1.0,1.2,1.5,0.52,0.07,0.8,1.0,1.8,9.3,1.1,2.6,0.40399999999999997,0.2,0.7,0.318,0.6,0.7,0.78,0.9,1.9,0.436,1.112,0.45
LAC,Paul Davis,C,31,0,5.8,1.6,0.7,0.7,1.4,0.2,0.19,0.16,0.3,0.9,0.9,11.2,0.7,1.7,0.423,0.0,0.0,0.0,0.2,0.3,0.7,0.7,1.7,0.423,0.981,0.42
LAC,Luke Jackson,SF,3,0,5.3,1.0,0.0,0.3,0.3,1.3,0.0,0.0,0.3,1.0,4.0,10.3,0.3,2.7,0.125,0.3,1.3,0.25,0.0,0.0,0.0,0.0,1.4,0.0,0.375,0.19
LAC,Doug Christie,SG,7,0,11.7,1.9,0.4,1.1,1.6,1.1,0.43,0.14,0.7,1.6,1.6,4.1,0.7,2.4,0.294,0.1,0.9,0.16699999999999998,0.3,0.4,0.67,0.6,1.5,0.364,0.765,0.32
LAC,Yaroslav Korolev,SF,10,0,4.1,1.2,0.1,0.2,0.3,0.4,0.3,0.0,0.1,0.0,4.0,7.8,0.4,1.6,0.25,0.1,0.5,0.2,0.3,0.6,0.5,0.3,1.1,0.273,0.75,0.28
LAC,Chris Kaman,C,75,66,29.0,10.1,2.1,5.7,7.8,1.1,0.55,1.55,2.0,3.3,0.5,13.0,3.9,8.7,0.451,0.0,0.0,0.0,2.2,3.0,0.74,3.9,8.7,0.452,1.156,0.45
