TEAM,PLAYER,POS,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,PPS,AFG%
BKN,Brian Scalabrine,PF,54,14,21.6,6.3,1.5,3.0,4.5,1.6,0.63,0.33,1.2,2.1,1.3,11.1,2.4,6.1,0.39799999999999996,0.4,1.3,0.324,1.0,1.3,0.77,2.0,4.8,0.41700000000000004,1.021,0.43
BKN,Awvee Storey,SF,9,0,3.6,0.9,0.4,0.1,0.6,0.1,0.0,0.0,0.0,0.3,0.0,6.9,0.3,1.1,0.3,0.1,0.2,0.5,0.1,0.2,0.5,0.2,0.9,0.25,0.8,0.35
BKN,Jason Collins,C,80,80,31.8,6.4,1.9,4.2,6.1,1.3,0.89,0.89,1.1,4.0,1.2,8.6,2.3,5.6,0.41200000000000003,0.0,0.1,0.33299999999999996,1.7,2.6,0.66,2.3,5.5,0.413,1.133,0.41
BKN,Nenad Krstic,C,75,57,26.2,10.0,2.1,3.2,5.3,1.0,0.43,0.84,1.5,3.7,0.7,13.5,3.7,7.6,0.493,0.0,0.0,0.0,2.5,3.4,0.73,3.7,7.6,0.495,1.311,0.49
BKN,Travis Best,PG,76,6,19.2,6.8,0.3,1.2,1.4,1.9,0.87,0.12,0.9,1.9,2.1,11.9,2.5,5.9,0.42,0.3,1.1,0.306,1.4,1.6,0.89,2.2,4.8,0.447,1.137,0.45
BKN,Billy Thomas,SG,25,0,14.2,3.7,0.3,1.2,1.4,0.7,0.56,0.04,0.4,1.2,1.9,8.3,1.4,3.8,0.36200000000000004,0.7,2.2,0.304,0.3,0.4,0.78,0.7,1.6,0.447,0.9790000000000001,0.45
NY,Stephon Marbury,PG,82,82,40.0,21.7,0.6,2.4,3.0,8.1,1.49,0.07,2.8,2.3,2.9,22.0,7.4,16.0,0.462,1.4,4.0,0.354,5.6,6.7,0.83,6.0,12.0,0.49700000000000005,1.3619999999999999,0.51
NY,Jermaine Jackson,PG,21,0,11.0,2.0,0.1,1.0,1.1,1.1,0.33,0.05,0.5,1.2,2.4,8.0,0.8,1.6,0.515,0.0,0.1,0.0,0.4,0.6,0.62,0.8,1.5,0.5479999999999999,1.273,0.52
NY,Maurice Taylor,PF,27,0,16.0,6.5,1.0,2.5,3.4,0.5,0.41,0.3,1.1,2.1,0.5,9.5,2.8,5.7,0.494,0.0,0.0,0.0,0.9,1.6,0.56,2.8,5.7,0.49700000000000005,1.143,0.49
NY,Penny Hardaway,SF,37,0,24.2,7.3,0.5,1.9,2.4,2.0,0.76,0.08,1.4,2.1,1.5,9.0,3.0,7.0,0.423,0.4,1.4,0.3,0.9,1.2,0.74,2.6,5.6,0.452,1.035,0.45
NY,Jerome Williams,PF,79,4,15.3,4.5,1.5,2.1,3.6,0.5,0.7,0.13,0.8,2.0,0.6,13.3,1.5,3.1,0.502,0.0,0.1,0.0,1.5,2.2,0.67,1.5,3.0,0.513,1.4769999999999999,0.5
NY,Malik Rose,PF,26,4,23.6,8.3,1.3,3.1,4.4,0.7,0.58,0.27,1.8,3.2,0.4,12.2,2.8,6.7,0.425,0.0,0.2,0.16699999999999998,2.6,3.3,0.78,2.8,6.5,0.435,1.247,0.43
NY,Jackie Butler,C,3,0,1.7,3.3,0.0,0.0,0.0,0.0,0.33,0.0,0.3,0.0,0.0,90.5,1.3,1.3,1.0,0.0,0.0,0.0,0.7,0.7,1.0,1.3,1.3,1.0,2.5,1.0
NY,Kurt Thomas,PF,80,80,35.7,11.5,2.1,8.3,10.4,2.0,0.88,0.99,1.2,3.9,1.6,14.2,5.3,11.3,0.47100000000000003,0.0,0.1,0.5,0.8,1.1,0.79,5.3,11.2,0.47,1.0170000000000001,0.47
NY,Nazr Mohammed,C,54,54,28.1,10.9,3.1,5.0,8.1,0.5,0.98,0.98,1.5,3.2,0.3,16.5,4.3,8.5,0.509,0.0,0.0,0.0,2.2,3.2,0.71,4.3,8.5,0.51,1.28,0.51
NY,Trevor Ariza,SF,80,12,17.3,5.9,1.1,1.9,3.0,1.1,0.88,0.23,0.9,1.9,1.2,13.3,2.2,4.9,0.442,0.0,0.2,0.231,1.5,2.2,0.7,2.2,4.7,0.449,1.203,0.45
NY,Jamison Brewer,PG,18,0,10.3,1.7,0.3,0.9,1.2,0.7,0.44,0.06,0.7,0.6,0.9,4.0,0.6,2.1,0.297,0.2,0.8,0.2,0.3,0.7,0.46,0.4,1.3,0.364,0.838,0.34
NY,Shandon Anderson,SF,1,0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NY,Tim Thomas,PF,71,68,27.3,12.0,0.6,2.7,3.3,1.5,0.58,0.24,1.6,3.1,1.0,12.3,4.4,10.1,0.439,1.2,2.9,0.409,1.9,2.4,0.79,3.2,7.2,0.451,1.185,0.5
NY,Michael Sweetney,PF,77,28,19.6,8.4,2.2,3.2,5.4,0.6,0.35,0.36,1.4,2.9,0.4,16.4,3.1,5.8,0.531,0.0,0.0,0.0,2.3,3.1,0.75,3.1,5.8,0.5329999999999999,1.4569999999999999,0.53
NY,Vin Baker,PF,24,0,8.0,1.4,0.7,0.8,1.5,0.4,0.08,0.17,0.6,1.3,0.6,1.4,0.5,1.6,0.342,0.0,0.0,0.0,0.3,0.6,0.47,0.5,1.6,0.35100000000000003,0.868,0.34
NY,Allan Houston,SG,20,11,26.6,11.9,0.2,1.0,1.2,2.1,0.4,0.1,1.1,2.0,2.0,12.6,4.3,10.3,0.415,1.6,4.0,0.38799999999999996,1.8,2.2,0.84,2.7,6.3,0.43200000000000005,1.156,0.49
NY,Bruno Sundov,C,21,0,3.5,1.2,0.3,0.3,0.6,0.1,0.1,0.1,0.3,0.8,0.3,1.2,0.5,1.8,0.297,0.0,0.1,0.33299999999999996,0.1,0.1,1.0,0.5,1.7,0.294,0.6759999999999999,0.31
NY,Jamal Crawford,SG,70,67,38.4,17.7,0.5,2.4,2.9,4.3,1.31,0.27,2.1,1.9,2.0,15.2,6.2,15.7,0.39799999999999996,2.6,7.3,0.361,2.6,3.1,0.84,3.6,8.4,0.431,1.131,0.48
NY,Moochie Norris,PG,32,0,10.0,2.6,0.3,1.0,1.3,1.1,0.53,0.06,0.8,1.3,1.4,6.1,1.0,2.9,0.344,0.0,0.4,0.0,0.6,0.7,0.82,1.0,2.5,0.395,0.882,0.34
PHI,Josh Davis,SF,42,5,7.8,2.8,0.7,1.2,1.9,0.3,0.19,0.1,0.4,1.1,0.8,11.4,1.0,2.6,0.37799999999999995,0.5,1.3,0.358,0.3,0.4,0.82,0.5,1.3,0.397,1.054,0.46
PHI,Kenny Thomas,PF,47,43,28.6,11.3,2.3,4.3,6.6,1.6,0.85,0.13,1.8,3.2,0.9,15.2,4.6,10.1,0.456,0.0,0.1,0.25,2.0,2.5,0.8,4.6,10.0,0.45799999999999996,1.113,0.46
PHI,Corliss Williamson,PF,48,5,22.0,10.8,1.5,2.2,3.7,0.9,0.54,0.25,1.3,3.0,0.7,14.7,4.0,8.7,0.465,0.0,0.0,0.0,2.7,3.4,0.79,4.0,8.7,0.467,1.242,0.47
PHI,Samuel Dalembert,C,72,60,24.8,8.2,2.6,4.9,7.5,0.5,0.64,1.68,1.6,3.3,0.3,14.4,3.5,6.6,0.524,0.0,0.0,0.0,1.2,2.1,0.6,3.5,6.6,0.524,1.235,0.52
PHI,Andre Iguodala,SG,82,82,32.8,9.0,1.1,4.6,5.7,3.0,1.68,0.59,1.7,2.5,1.8,13.5,3.3,6.7,0.493,0.6,1.7,0.331,1.9,2.6,0.74,2.7,5.0,0.55,1.357,0.54
PHI,John Salmons,SF,58,8,17.1,4.1,0.2,1.9,2.1,2.0,0.69,0.22,0.9,1.6,2.2,9.7,1.5,3.6,0.405,0.5,1.6,0.341,0.6,0.8,0.73,1.0,2.0,0.45399999999999996,1.124,0.48
PHI,Willie Green,SG,57,21,18.7,7.7,0.4,1.9,2.3,1.8,0.6,0.11,1.3,2.1,1.3,9.7,2.7,7.4,0.366,0.5,1.8,0.28600000000000003,1.7,2.2,0.78,2.2,5.6,0.39299999999999996,1.033,0.4
PHI,Kedrick Brown,SG,8,0,6.9,1.5,0.1,1.3,1.4,0.5,0.38,0.13,0.6,0.5,0.8,9.7,0.3,0.8,0.33299999999999996,0.0,0.4,0.0,1.0,1.3,0.8,0.3,0.4,0.667,2.0,0.33
PHI,Allen Iverson,SG,75,75,42.3,30.7,0.7,3.3,4.0,7.9,2.4,0.12,4.6,1.9,1.7,23.3,10.3,24.2,0.424,1.4,4.5,0.308,8.7,10.5,0.83,8.9,19.7,0.451,1.266,0.45
PHI,Kevin Ollie,PG,26,0,6.1,1.1,0.1,0.6,0.7,0.7,0.19,0.0,0.2,0.6,3.2,6.7,0.4,1.2,0.355,0.0,0.0,0.0,0.2,0.3,0.67,0.4,1.2,0.355,0.903,0.35
PHI,Brian Skinner,PF,24,0,10.3,2.0,1.0,1.6,2.6,0.2,0.21,0.25,0.5,1.2,0.4,13.8,0.9,2.4,0.386,0.0,0.0,0.0,0.2,0.7,0.29,0.9,2.4,0.39299999999999996,0.86,0.39
PHI,Chris Webber,C,21,21,33.4,15.6,1.7,6.1,7.9,3.1,1.24,0.9,2.3,3.3,1.3,18.7,6.8,17.4,0.391,0.2,0.7,0.267,1.8,2.3,0.78,6.6,16.7,0.396,0.8959999999999999,0.4
PHI,Kyle Korver,SG,82,57,32.5,11.5,0.5,4.1,4.6,2.2,1.26,0.4,1.3,3.2,1.7,12.9,3.9,9.3,0.418,2.8,6.8,0.405,1.0,1.2,0.85,1.1,2.5,0.45299999999999996,1.2409999999999999,0.57
PHI,Marc Jackson,PF,81,23,24.4,12.0,2.3,2.7,5.0,1.0,0.4,0.22,1.6,2.1,0.6,16.0,4.2,9.0,0.465,0.0,0.0,0.0,3.6,4.3,0.83,4.2,9.0,0.466,1.3259999999999998,0.47
PHI,Aaron McKie,SG,68,3,16.4,2.2,0.3,2.2,2.5,1.5,0.71,0.25,0.5,1.7,3.3,8.5,0.9,2.1,0.43,0.3,0.9,0.32299999999999995,0.1,0.2,0.63,0.6,1.2,0.513,1.07,0.5
PHI,Michael Bradley,PF,2,0,8.0,4.5,0.0,1.5,1.5,0.5,0.0,0.0,0.5,0.0,1.0,11.7,2.0,2.5,0.8,0.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,1.8,0.8
PHI,Rodney Rogers,SF,28,7,17.3,6.0,1.2,2.5,3.7,0.9,0.79,0.29,0.7,2.5,1.3,8.9,2.3,5.8,0.391,0.8,2.7,0.303,0.7,1.0,0.71,1.5,3.1,0.47100000000000003,1.05,0.46
TOR,Morris Peterson,SG,82,61,30.6,12.5,0.9,3.3,4.1,2.1,1.11,0.22,1.1,2.7,1.8,14.5,4.3,10.3,0.42,1.6,4.1,0.385,2.3,2.8,0.83,2.7,6.2,0.442,1.213,0.5
TOR,Jerome Moiso,C,8,1,8.6,1.8,0.8,2.1,2.9,0.0,0.25,0.38,0.8,0.9,0.0,12.3,0.4,1.1,0.33299999999999996,0.0,0.1,0.0,1.0,1.1,0.89,0.4,1.0,0.375,1.556,0.33
TOR,Lamond Murray,SF,62,1,14.8,6.0,0.7,1.9,2.6,0.8,0.52,0.26,0.9,1.4,0.9,13.8,2.1,5.0,0.426,0.7,1.7,0.43799999999999994,1.0,1.3,0.76,1.4,3.3,0.42,1.197,0.5
TOR,Omar Cook,PG,5,0,14.8,4.6,0.4,1.0,1.4,4.4,1.2,0.2,1.2,1.2,3.7,17.1,2.0,4.8,0.41700000000000004,0.0,0.8,0.0,0.6,1.2,0.5,2.0,4.0,0.5,0.958,0.42
TOR,Milt Palacio,PG,80,4,19.2,5.8,0.3,1.4,1.7,3.5,0.6,0.16,1.3,1.6,2.7,12.5,2.2,4.9,0.446,0.0,0.2,0.16699999999999998,1.4,1.9,0.74,2.2,4.7,0.455,1.1909999999999998,0.45
TOR,Matt Bonner,PF,82,0,18.9,7.2,1.3,2.2,3.5,0.6,0.48,0.23,0.5,2.7,1.2,14.7,3.0,5.6,0.5329999999999999,0.5,1.1,0.424,0.7,0.9,0.79,2.5,4.5,0.561,1.272,0.58
TOR,Rafer Alston,PG,80,78,34.0,14.2,0.5,3.0,3.5,6.4,1.48,0.09,2.1,2.7,3.0,16.5,5.0,12.2,0.414,1.7,4.9,0.35700000000000004,2.4,3.2,0.74,3.3,7.3,0.451,1.166,0.49
TOR,Pape Sow,PF,27,4,9.4,2.3,0.7,1.4,2.1,0.1,0.44,0.15,0.4,1.7,0.2,7.8,0.9,2.1,0.397,0.0,0.0,0.0,0.6,1.0,0.59,0.9,2.1,0.397,1.069,0.4
TOR,Loren Woods,C,45,30,15.8,3.9,1.8,3.1,4.9,0.4,0.18,0.87,0.8,1.7,0.5,11.4,1.6,3.6,0.433,0.0,0.0,0.0,0.8,1.3,0.58,1.6,3.6,0.436,1.073,0.43
TOR,Donyell Marshall,PF,65,2,25.3,11.5,1.5,5.1,6.6,1.2,0.88,0.71,0.6,2.1,1.9,19.9,4.0,9.1,0.44299999999999995,2.3,5.6,0.41600000000000004,1.1,1.4,0.79,1.7,3.5,0.485,1.262,0.57
TOR,Jalen Rose,SG,81,65,33.5,18.5,0.5,2.9,3.4,2.6,0.78,0.12,2.2,2.3,1.2,16.6,6.5,14.3,0.455,1.3,3.4,0.39399999999999996,4.1,4.8,0.85,5.2,10.9,0.473,1.29,0.5
TOR,Rafael Araujo,C,59,41,12.5,3.3,1.0,2.1,3.1,0.3,0.36,0.14,0.9,2.7,0.3,7.1,1.3,3.0,0.434,0.0,0.1,0.33299999999999996,0.7,0.9,0.78,1.3,2.9,0.436,1.12,0.44
TOR,Chris Bosh,C,81,81,37.2,16.8,2.4,6.5,8.9,1.9,0.94,1.4,2.3,2.8,0.8,17.5,5.8,12.4,0.47100000000000003,0.0,0.1,0.3,5.1,6.7,0.76,5.8,12.3,0.47200000000000003,1.354,0.47
TOR,Aaron Williams,C,23,4,7.2,1.6,0.4,0.8,1.3,0.1,0.04,0.13,0.3,2.0,0.3,6.0,0.7,1.6,0.41700000000000004,0.0,0.0,0.0,0.3,0.3,0.86,0.7,1.6,0.41700000000000004,1.0,0.42
TOR,Vince Carter,SG,20,20,30.4,15.9,1.4,1.9,3.3,3.1,1.25,0.75,1.1,2.8,2.8,22.9,6.2,15.1,0.41100000000000003,1.0,3.0,0.322,2.5,3.6,0.69,5.2,12.1,0.43200000000000005,1.05,0.44
TOR,Eric Williams,PF,34,18,17.1,4.7,0.5,1.8,2.3,1.5,0.65,0.06,0.8,2.0,1.9,10.7,1.6,4.3,0.379,0.3,1.0,0.33299999999999996,1.1,1.6,0.72,1.3,3.3,0.39299999999999996,1.097,0.42
GS,Calbert Cheaney,SG,55,5,17.3,4.5,0.6,1.7,2.3,1.2,0.31,0.27,0.6,1.7,1.8,7.8,2.1,4.8,0.426,0.0,0.1,0.0,0.4,0.7,0.65,2.1,4.7,0.431,0.943,0.43
GS,Eduardo Najera,PF,42,4,14.5,4.2,1.3,1.5,2.8,0.9,0.43,0.24,0.8,1.7,1.2,11.2,1.7,4.1,0.40700000000000003,0.1,0.4,0.4,0.7,1.1,0.64,1.6,3.7,0.408,1.0170000000000001,0.42
GS,Speedy Claxton,PG,46,44,32.6,13.1,0.7,2.6,3.3,6.2,1.89,0.13,2.0,3.3,3.1,15.9,4.7,10.9,0.431,0.2,1.1,0.192,3.5,4.6,0.76,4.5,9.8,0.45899999999999996,1.206,0.44
GS,Luis Flores,PG,15,0,4.9,2.1,0.0,0.1,0.1,0.7,0.13,0.0,0.7,0.6,1.0,10.1,0.9,1.8,0.48100000000000004,0.3,0.6,0.444,0.1,0.1,1.0,0.6,1.2,0.5,1.185,0.56
GS,Mickael Pietrus,SF,67,3,20.0,9.5,1.0,1.9,2.8,1.2,0.69,0.27,1.4,2.1,0.9,14.2,3.2,7.5,0.42700000000000005,1.0,2.9,0.344,2.1,3.0,0.7,2.2,4.6,0.48,1.2690000000000001,0.49
GS,Troy Murphy,PF,70,69,33.9,15.4,3.6,7.2,10.8,1.4,0.76,0.47,1.5,2.7,0.9,16.9,5.6,13.5,0.414,0.8,2.1,0.39899999999999997,3.3,4.6,0.73,4.8,11.4,0.41700000000000004,1.136,0.45
GS,Ansu Sesay,SF,16,0,8.0,3.1,1.1,1.3,2.4,0.8,0.13,0.19,0.5,1.0,1.5,14.9,1.1,2.6,0.405,0.1,0.5,0.25,0.8,1.5,0.54,1.0,2.1,0.441,1.167,0.43
GS,Nikoloz Tskitishvili,SF,12,0,5.2,1.3,0.1,0.9,1.0,0.5,0.0,0.25,0.4,0.8,1.2,2.7,0.6,1.9,0.304,0.2,0.8,0.2,0.0,0.0,0.0,0.4,1.1,0.385,0.696,0.35
GS,Rodney White,SF,16,0,9.1,3.6,0.3,0.7,0.9,0.5,0.13,0.06,0.6,0.8,0.8,12.3,1.4,3.9,0.371,0.3,1.0,0.313,0.4,0.6,0.6,1.1,2.9,0.391,0.919,0.41
GS,Jason Richardson,SG,72,72,37.8,21.7,1.7,4.2,5.9,3.9,1.46,0.44,2.3,2.2,1.7,19.0,8.5,19.0,0.446,1.7,5.1,0.33799999999999997,3.0,4.3,0.69,6.8,13.9,0.486,1.14,0.49
GS,Clifford Robinson,PF,42,29,26.0,8.5,0.7,2.0,2.7,1.8,1.05,0.93,1.0,2.5,1.8,10.3,3.4,8.4,0.39799999999999996,1.0,3.0,0.331,0.8,1.4,0.6,2.4,5.4,0.436,1.014,0.46
GS,Zarko Cabarkapa,SF,37,0,12.5,6.2,0.9,1.8,2.7,0.7,0.27,0.14,0.8,1.6,0.8,16.9,2.2,4.6,0.48200000000000004,0.4,1.0,0.361,1.4,1.7,0.81,1.8,3.6,0.515,1.347,0.52
GS,Mike Dunleavy,SF,79,79,32.5,13.4,1.2,4.3,5.5,2.6,1.0,0.33,1.7,2.5,1.5,14.5,5.2,11.5,0.451,1.4,3.5,0.38799999999999996,1.7,2.2,0.78,3.8,8.0,0.479,1.168,0.51
GS,Andris Biedrins,C,30,1,12.8,3.6,1.6,2.4,3.9,0.4,0.4,0.8,0.4,2.9,1.0,14.8,1.5,2.6,0.5770000000000001,0.0,0.0,0.0,0.6,1.3,0.48,1.5,2.6,0.584,1.3969999999999998,0.58
GS,Dale Davis,PF,36,3,16.0,3.1,1.7,2.6,4.3,0.6,0.36,0.89,0.6,2.2,1.2,13.4,1.3,3.0,0.413,0.0,0.0,0.0,0.6,1.1,0.58,1.3,3.0,0.413,1.028,0.41
GS,Baron Davis,PG,28,19,35.3,19.5,0.6,3.3,3.9,8.3,1.79,0.36,3.3,2.6,2.5,20.8,6.4,16.0,0.401,2.6,7.8,0.341,4.0,5.3,0.76,3.8,8.2,0.457,1.214,0.48
GS,Adonal Foyle,C,78,50,21.8,4.5,2.1,3.4,5.5,0.7,0.33,2.04,0.7,2.6,1.0,12.7,2.0,4.0,0.502,0.0,0.0,0.0,0.5,0.9,0.56,2.0,4.0,0.502,1.1320000000000001,0.5
GS,Derek Fisher,PG,74,32,30.0,11.9,0.5,2.4,2.9,4.1,1.03,0.05,1.7,2.4,2.3,13.4,4.0,10.2,0.39299999999999996,1.5,3.9,0.371,2.4,2.7,0.86,2.5,6.3,0.40700000000000003,1.162,0.46
