TEAM,PLAYER,POS,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,PPS,AFG%
BOS,Walter McCarty,PF,60.0,3.0,8.0,2.2,0.4,1.0,1.4,0.7,0.23,0.12,0.3,1.4,2.0,0.8,2.1,0.35700000000000004,0.3,0.9,0.33899999999999997,0.4,0.5,0.79,0.5,1.2,0.371,1.04,0.43
BOS,Milt Palacio,PG,58.0,6.0,19.7,5.9,0.4,1.3,1.8,2.6,0.83,0.0,1.4,1.4,1.9,2.2,4.6,0.47200000000000003,0.2,0.6,0.33299999999999996,1.3,1.6,0.85,2.0,4.0,0.494,1.281,0.49
BOS,Antoine Walker,PF,81.0,81.0,41.9,23.4,1.9,7.0,8.9,5.5,1.7,0.6,3.7,3.1,1.5,8.8,21.2,0.413,2.7,7.4,0.36700000000000005,3.1,4.3,0.72,6.1,13.8,0.439,1.1,0.48
BKN,Stephon Marbury,PG,67.0,67.0,38.2,23.9,0.8,2.3,3.1,7.6,1.18,0.07,2.9,2.2,2.6,8.4,19.1,0.441,1.6,5.0,0.32799999999999996,5.4,6.8,0.79,6.8,14.1,0.48100000000000004,1.251,0.48
BKN,Kevin Ollie,PG,19.0,0.0,8.5,1.2,0.2,1.1,1.2,1.3,0.26,0.0,0.5,0.7,2.8,0.3,1.4,0.185,0.0,0.0,0.0,0.6,1.0,0.63,0.3,1.4,0.185,0.815,0.19
BKN,Vladimir Stepania,C,29.0,0.0,9.7,2.8,1.2,2.6,3.8,0.6,0.34,0.38,0.7,1.6,0.8,1.0,3.0,0.318,0.0,0.1,0.25,0.9,1.2,0.74,1.0,2.9,0.321,0.932,0.32
BKN,Sherman Douglas,G,59.0,7.0,18.5,5.7,0.4,0.9,1.3,2.4,0.61,0.07,1.3,1.6,1.8,2.1,5.1,0.40299999999999997,0.1,0.7,0.2,1.5,1.9,0.75,2.0,4.4,0.433,1.1159999999999999,0.42
BKN,Johnny Newman,F,82.0,17.0,25.0,10.9,0.4,1.7,2.1,1.4,0.77,0.12,1.3,2.8,1.1,3.5,8.5,0.419,0.7,2.1,0.335,3.1,3.6,0.86,2.8,6.4,0.447,1.288,0.46
BKN,Kenyon Martin,PF,68.0,68.0,33.4,12.0,2.0,5.4,7.4,1.9,1.15,1.66,2.0,4.1,0.9,5.1,11.4,0.445,0.0,0.2,0.091,1.8,2.8,0.63,5.1,11.2,0.45,1.048,0.45
BKN,Mark Strickland,F,9.0,0.0,22.4,5.7,1.2,3.3,4.6,0.8,0.44,0.33,1.1,1.6,0.7,2.3,6.0,0.389,0.1,0.1,1.0,0.9,1.2,0.73,2.2,5.9,0.377,0.9440000000000001,0.4
BKN,Stephen Jackson,SF,77.0,40.0,21.6,8.2,0.5,2.2,2.7,1.8,1.12,0.18,1.7,2.2,1.1,3.2,7.4,0.425,0.7,2.0,0.335,1.3,1.8,0.72,2.5,5.4,0.45799999999999996,1.11,0.47
BKN,Jim McIlvaine,C,18.0,3.0,10.7,1.6,0.4,1.5,1.9,0.2,0.39,0.83,0.5,1.9,0.4,0.6,1.6,0.35700000000000004,0.0,0.0,0.0,0.4,0.7,0.67,0.6,1.6,0.35700000000000004,1.0,0.36
BKN,Soumaila Samake,C,34.0,0.0,6.6,1.4,0.6,0.9,1.6,0.0,0.06,0.41,0.1,0.7,0.3,0.5,1.4,0.375,0.0,0.0,0.0,0.3,0.7,0.42,0.5,1.4,0.375,0.958,0.38
BKN,Kendall Gill,SF,31.0,26.0,28.8,9.1,1.0,3.2,4.2,2.8,1.52,0.23,1.5,2.1,1.8,3.5,10.4,0.331,0.1,0.5,0.28600000000000003,2.1,2.9,0.72,3.4,9.9,0.33299999999999996,0.8759999999999999,0.34
BKN,Jamie Feick,F,6.0,0.0,24.8,3.7,2.0,7.3,9.3,0.8,1.33,0.5,1.2,2.5,0.7,1.3,3.8,0.348,0.0,0.0,0.0,1.0,2.0,0.5,1.3,3.8,0.348,0.9570000000000001,0.35
BKN,Lucious Harris,SG,73.0,50.0,28.4,9.4,1.0,3.0,3.9,1.8,1.01,0.22,0.9,1.7,2.1,3.6,8.5,0.425,0.6,1.8,0.348,1.5,1.9,0.77,3.0,6.7,0.445,1.095,0.46
BKN,Doug Overton,PG,12.0,9.0,26.3,6.9,0.1,1.9,2.0,4.4,0.25,0.0,1.3,1.7,3.5,2.9,7.8,0.376,0.8,2.7,0.313,0.3,0.4,0.6,2.1,5.1,0.41,0.892,0.43
BKN,Evan Eschmeyer,C,74.0,51.0,18.0,3.4,1.8,3.1,4.9,0.5,0.55,0.78,0.7,3.0,0.8,1.2,2.7,0.46,0.0,0.0,0.0,0.9,1.4,0.66,1.2,2.7,0.46,1.255,0.46
BKN,Eddie Gill,PG,8.0,0.0,19.0,4.9,0.0,1.1,1.1,3.0,0.5,0.13,1.3,1.1,2.4,2.0,5.1,0.39,0.4,1.1,0.33299999999999996,0.5,0.6,0.8,1.6,4.0,0.406,0.951,0.43
BKN,Keith Van Horn,PF,49.0,47.0,35.4,17.0,1.6,5.5,7.1,1.7,0.82,0.41,2.1,3.1,0.8,6.3,14.4,0.435,1.3,3.5,0.382,3.1,3.8,0.81,5.0,10.9,0.452,1.1740000000000002,0.48
BKN,Jamel Thomas,F,5.0,0.0,11.2,2.6,0.8,1.0,1.8,0.0,0.6,0.0,1.2,1.2,0.0,1.2,3.8,0.316,0.2,0.6,0.33299999999999996,0.0,0.0,0.0,1.0,3.2,0.313,0.684,0.34
BKN,Aaron Williams,C,82.0,25.0,28.5,10.2,2.6,4.6,7.2,1.1,0.72,1.38,1.6,3.9,0.7,3.6,7.9,0.457,0.0,0.0,0.0,3.0,3.8,0.79,3.6,7.9,0.45799999999999996,1.2890000000000001,0.46
NY,Felton Spencer,C,18.0,0.0,6.3,2.2,0.9,1.1,1.9,0.1,0.11,0.11,0.6,1.3,0.2,0.7,1.1,0.6,0.0,0.0,0.0,0.8,1.4,0.6,0.7,1.1,0.6,1.95,0.6
NY,Rick Brunson,PG,15.0,0.0,4.4,1.3,0.2,0.6,0.8,0.5,0.07,0.0,0.5,0.3,0.9,0.5,1.3,0.42100000000000004,0.0,0.2,0.0,0.3,0.4,0.67,0.5,1.1,0.5,1.053,0.42
NY,Erick Strickland,PG,28.0,0.0,15.0,4.3,0.3,1.5,1.9,1.0,0.79,0.04,0.8,1.6,1.4,1.4,4.7,0.305,0.6,1.7,0.34,0.9,1.0,0.86,0.8,3.0,0.28600000000000003,0.9159999999999999,0.37
NY,Kurt Thomas,PF,77.0,29.0,27.6,10.4,2.2,4.5,6.7,0.8,0.79,0.9,1.3,3.7,0.6,4.1,8.0,0.511,0.0,0.0,0.33299999999999996,2.2,2.7,0.81,4.1,8.0,0.512,1.3030000000000002,0.51
NY,Luc Longley,C,25.0,2.0,12.0,2.0,1.0,1.6,2.6,0.3,0.12,0.36,0.9,2.0,0.3,0.7,2.2,0.33299999999999996,0.0,0.0,0.0,0.5,0.7,0.76,0.7,2.2,0.33299999999999996,0.907,0.33
NY,Travis Knight,C,45.0,0.0,5.7,0.6,0.4,0.8,1.2,0.1,0.11,0.24,0.2,1.0,0.5,0.2,1.2,0.18899999999999997,0.0,0.0,0.0,0.2,0.4,0.5,0.2,1.2,0.192,0.547,0.19
NY,Glen Rice,SF,75.0,25.0,29.5,12.0,0.8,3.3,4.1,1.2,0.55,0.17,1.3,2.4,0.9,4.4,10.0,0.44,1.1,2.8,0.389,2.1,2.4,0.85,3.3,7.2,0.46,1.195,0.49
NY,Charlie Ward,PG,61.0,33.0,24.5,7.1,0.5,2.1,2.6,4.5,1.15,0.16,1.8,2.2,2.4,2.5,6.1,0.41600000000000004,1.1,2.9,0.38299999999999995,0.9,1.1,0.8,1.4,3.2,0.444,1.161,0.51
NY,Latrell Sprewell,SG,77.0,77.0,39.2,17.7,0.6,3.9,4.5,3.5,1.38,0.36,2.8,2.1,1.2,6.8,15.8,0.43,0.5,1.8,0.304,3.6,4.6,0.78,6.3,14.0,0.446,1.119,0.45
NY,Marcus Camby,C,63.0,63.0,33.8,12.0,3.1,8.4,11.5,0.8,1.05,2.16,1.0,3.3,0.8,4.8,9.2,0.524,0.0,0.1,0.125,2.4,3.6,0.67,4.8,9.1,0.53,1.3090000000000002,0.53
NY,Mark Jackson,PG,29.0,28.0,27.1,5.9,0.7,3.4,4.1,5.6,0.72,0.0,2.0,1.9,2.8,2.6,6.2,0.41100000000000003,0.4,1.4,0.31,0.3,0.6,0.53,2.2,4.8,0.442,0.9440000000000001,0.45
NY,Allan Houston,SG,78.0,78.0,36.6,18.7,0.3,3.4,3.6,2.2,0.67,0.13,2.1,2.4,1.1,6.9,15.5,0.449,1.2,3.2,0.381,3.6,3.9,0.91,5.7,12.3,0.467,1.208,0.49
NY,Chris Childs,G,51.0,5.0,25.7,4.8,0.3,2.4,2.7,4.6,0.73,0.14,1.9,3.1,2.4,1.8,4.4,0.419,0.4,1.3,0.313,0.8,0.9,0.85,1.4,3.1,0.462,1.104,0.46
NY,Lavor Postell,G,26.0,0.0,6.5,2.3,0.3,0.7,1.0,0.2,0.15,0.08,0.7,0.5,0.3,0.7,2.1,0.315,0.1,0.4,0.273,0.8,1.0,0.81,0.6,1.7,0.326,1.093,0.34
NY,Othella Harrington,PF,30.0,5.0,18.3,6.2,1.2,2.1,3.3,0.7,0.5,0.63,1.4,3.4,0.5,2.2,4.0,0.5539999999999999,0.0,0.0,0.0,1.7,2.3,0.73,2.2,4.0,0.5539999999999999,1.5290000000000001,0.55
NY,Larry Johnson,F,65.0,65.0,32.4,9.9,1.4,4.2,5.6,2.0,0.6,0.45,1.5,3.2,1.3,3.8,9.2,0.41100000000000003,0.8,2.5,0.313,1.6,2.0,0.8,3.0,6.7,0.44799999999999995,1.079,0.45
PHI,George Lynch,SF,82.0,80.0,32.3,8.4,2.4,4.8,7.2,1.7,1.21,0.37,1.3,2.7,1.3,3.3,7.5,0.445,0.2,0.7,0.263,1.5,2.1,0.72,3.1,6.8,0.46299999999999997,1.114,0.46
PHI,Roshown McLeod,F,1.0,0.0,15.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5
PHI,Kevin Ollie,PG,51.0,4.0,15.0,3.8,0.3,1.2,1.4,2.4,0.49,0.02,0.8,1.4,3.0,1.4,3.2,0.43,0.0,0.1,0.33299999999999996,1.0,1.4,0.73,1.4,3.1,0.43200000000000005,1.176,0.43
PHI,Theo Ratliff,C,50.0,50.0,36.0,12.4,2.5,5.8,8.3,1.2,0.6,3.74,2.5,3.3,0.5,4.6,9.1,0.499,0.0,0.0,0.0,3.3,4.3,0.76,4.6,9.1,0.499,1.359,0.5
PHI,Rodney Buford,SF,47.0,0.0,12.2,5.3,0.3,1.2,1.6,0.4,0.36,0.13,0.6,1.4,0.6,2.2,5.1,0.43200000000000005,0.3,0.8,0.42100000000000004,0.5,0.6,0.83,1.9,4.3,0.433,1.0290000000000001,0.46
PHI,Nazr Mohammed,C,30.0,3.0,6.5,3.2,0.6,1.2,1.8,0.1,0.2,0.23,0.3,1.3,0.2,1.4,2.9,0.466,0.0,0.0,0.0,0.5,0.9,0.5,1.4,2.9,0.466,1.091,0.47
PHI,Raja Bell,SG,5.0,0.0,6.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,0.4,0.2,0.0,0.4,1.4,0.28600000000000003,0.2,0.6,0.33299999999999996,0.0,0.0,0.0,0.2,0.8,0.25,0.7140000000000001,0.36
PHI,Vernon Maxwell,G,24.0,6.0,15.6,5.0,0.1,1.4,1.5,1.2,0.5,0.0,0.8,1.4,1.6,1.8,5.2,0.336,0.9,2.7,0.32799999999999996,0.6,0.9,0.68,0.9,2.5,0.344,0.96,0.42
PHI,Allen Iverson,SG,71.0,71.0,42.0,31.1,0.7,3.1,3.8,4.6,2.51,0.28,3.3,2.1,1.4,10.7,25.5,0.42,1.4,4.3,0.32,8.2,10.1,0.81,9.3,21.2,0.441,1.217,0.45
PHI,Dikembe Mutombo,C,26.0,26.0,33.7,11.7,4.6,7.8,12.4,0.8,0.35,2.54,2.0,2.5,0.4,3.8,7.8,0.495,0.0,0.0,0.0,4.0,5.3,0.76,3.8,7.8,0.495,1.505,0.5
PHI,Anthony Miller,PF,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHI,Pepe Sanchez,G,24.0,0.0,4.8,0.8,0.1,0.5,0.6,1.5,0.38,0.04,0.1,0.8,12.0,0.4,0.9,0.429,0.0,0.0,0.0,0.1,0.1,1.0,0.4,0.9,0.45,0.9520000000000001,0.43
PHI,Eric Snow,PG,50.0,50.0,34.8,9.8,0.5,2.8,3.3,7.4,1.54,0.14,2.5,2.5,3.0,3.6,8.7,0.418,0.1,0.4,0.263,2.4,3.1,0.79,3.5,8.3,0.425,1.129,0.42
PHI,Toni Kukoc,SF,48.0,5.0,20.4,8.0,1.0,2.4,3.4,1.9,0.73,0.13,1.3,1.3,1.6,3.1,6.9,0.45799999999999996,0.7,1.6,0.41,1.1,1.8,0.59,2.4,5.3,0.47200000000000003,1.17,0.51
PHI,Tyrone Hill,PF,76.0,75.0,31.1,9.6,3.1,5.9,9.0,0.6,0.49,0.36,1.7,3.2,0.4,3.7,7.7,0.474,0.0,0.0,0.0,2.3,3.6,0.63,3.7,7.7,0.474,1.24,0.47
PHI,Jumaine Jones,SF,65.0,0.0,13.3,4.7,1.0,1.9,2.9,0.5,0.46,0.23,0.6,1.0,0.8,1.9,4.2,0.444,0.3,0.9,0.33299999999999996,0.6,0.8,0.75,1.6,3.3,0.474,1.105,0.48
PHI,Aaron McKie,SG,76.0,33.0,31.5,11.6,0.4,3.7,4.1,5.0,1.39,0.11,2.7,2.3,1.9,4.4,9.4,0.473,0.7,2.2,0.312,2.0,2.6,0.77,3.7,7.2,0.524,1.23,0.51
PHI,Matt Geiger,C,35.0,4.0,15.5,6.1,1.4,2.5,4.0,0.4,0.34,0.23,0.7,2.1,0.6,2.5,6.4,0.39299999999999996,0.0,0.1,0.0,1.1,1.5,0.69,2.5,6.3,0.396,0.951,0.39
PHI,Todd MacCulloch,C,63.0,3.0,9.5,4.1,1.1,1.6,2.7,0.2,0.11,0.3,0.4,1.5,0.4,1.7,2.9,0.589,0.0,0.0,0.0,0.7,1.0,0.64,1.7,2.9,0.589,1.405,0.59
TOR,Alvin Williams,PG,82.0,34.0,29.2,9.8,0.6,2.0,2.6,5.0,1.5,0.32,1.3,2.1,4.0,4.0,9.4,0.43,0.4,1.3,0.306,1.3,1.8,0.75,3.6,8.1,0.451,1.046,0.45
TOR,Michael Stewart,PF,26.0,0.0,4.7,1.3,0.6,0.5,1.1,0.1,0.15,0.12,0.2,0.7,0.4,0.4,1.3,0.324,0.0,0.0,0.0,0.4,0.7,0.61,0.4,1.3,0.324,0.971,0.32
TOR,Corliss Williamson,PF,42.0,31.0,21.1,9.3,1.4,2.3,3.6,0.8,0.36,0.31,1.5,2.3,0.5,3.6,7.7,0.47100000000000003,0.0,0.0,0.0,2.0,3.1,0.65,3.6,7.7,0.474,1.2,0.47
TOR,Antonio Davis,PF,78.0,77.0,35.0,13.7,3.5,6.6,10.1,1.4,0.28,1.94,1.7,2.9,0.8,4.8,11.1,0.433,0.0,0.0,0.0,4.1,5.4,0.75,4.8,11.1,0.434,1.234,0.43
TOR,Tracy Murray,SF,38.0,1.0,11.9,5.4,0.5,1.1,1.6,0.4,0.21,0.16,0.5,1.2,0.7,2.0,5.1,0.39899999999999997,0.8,2.1,0.363,0.6,0.8,0.75,1.2,3.0,0.425,1.073,0.47
TOR,Vince Carter,SG,75.0,75.0,39.7,27.6,2.3,3.2,5.5,3.9,1.52,1.09,2.2,2.7,1.7,10.2,22.1,0.46,2.2,5.3,0.408,5.1,6.7,0.76,8.0,16.8,0.47700000000000004,1.25,0.51
TOR,Keon Clark,PF,46.0,0.0,21.0,9.0,1.7,3.7,5.4,0.8,0.35,2.39,0.9,3.1,0.9,3.6,7.0,0.522,0.0,0.0,0.0,1.7,2.9,0.59,3.6,7.0,0.524,1.291,0.52
TOR,Kornel David,F,17.0,0.0,8.2,2.5,0.5,1.4,1.9,0.2,0.12,0.18,0.4,1.2,0.6,0.9,1.7,0.517,0.0,0.0,0.0,0.7,0.8,0.92,0.9,1.7,0.517,1.4480000000000002,0.52
TOR,Muggsy Bogues,G,3.0,0.0,11.3,0.0,0.0,1.0,1.0,1.7,0.67,0.0,1.3,1.0,1.3,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
TOR,Eric Montross,C,12.0,1.0,6.8,1.1,0.8,1.7,2.4,0.3,0.25,0.25,0.3,1.3,1.0,0.5,1.4,0.353,0.0,0.0,0.0,0.1,0.4,0.2,0.5,1.4,0.353,0.765,0.35
TOR,Jerome Williams,PF,26.0,0.0,14.5,5.0,1.3,2.7,4.0,0.5,0.69,0.38,0.6,1.7,0.8,1.8,3.6,0.516,0.0,0.0,0.0,1.3,1.7,0.78,1.8,3.6,0.522,1.409,0.52
TOR,Morris Peterson,SG,80.0,49.0,22.6,9.3,1.4,1.8,3.2,1.3,0.79,0.25,1.0,2.1,1.3,3.6,8.4,0.431,0.8,2.1,0.382,1.3,1.8,0.72,2.8,6.3,0.447,1.11,0.48
TOR,Garth Joseph,C,2.0,0.0,4.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5
TOR,Dell Curry,G,71.0,1.0,13.5,6.0,0.2,1.0,1.2,1.1,0.38,0.11,0.5,0.9,1.9,2.3,5.4,0.424,0.9,2.0,0.428,0.6,0.7,0.84,1.4,3.4,0.42200000000000004,1.123,0.51
TOR,Charles Oakley,PF,78.0,77.0,35.5,9.6,1.8,7.7,9.5,3.4,0.97,0.62,1.8,3.3,1.9,3.9,10.1,0.38799999999999996,0.1,0.6,0.22399999999999998,1.6,1.9,0.84,3.8,9.5,0.39899999999999997,0.9520000000000001,0.4
TOR,Mark Jackson,PG,54.0,54.0,33.4,8.5,0.8,2.6,3.4,9.2,1.17,0.13,2.2,1.5,4.3,3.1,7.5,0.42200000000000004,1.1,3.1,0.345,1.2,1.4,0.84,2.0,4.4,0.475,1.1440000000000001,0.49
TOR,Tyrone Corbin,F,15.0,1.0,7.8,1.3,0.2,0.7,0.9,0.3,0.13,0.0,0.2,1.2,1.3,0.6,2.5,0.237,0.0,0.3,0.0,0.1,0.3,0.5,0.6,2.2,0.273,0.526,0.24
TOR,Chris Childs,G,26.0,0.0,21.2,4.5,0.4,2.1,2.5,4.6,0.85,0.31,2.2,3.2,2.1,1.6,4.3,0.37200000000000005,0.5,1.6,0.28600000000000003,0.8,1.0,0.84,1.1,2.7,0.423,1.035,0.42
TOR,Kevin Willis,C,35.0,9.0,22.0,8.8,1.9,4.4,6.4,0.6,0.54,0.6,1.1,2.2,0.5,3.5,7.7,0.461,0.0,0.1,0.0,1.7,2.3,0.75,3.5,7.6,0.46399999999999997,1.149,0.46
TOR,Mamadou N'diaye,C,3.0,0.0,3.3,1.3,0.3,0.3,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.3,1.3,0.25,0.0,0.0,0.0,0.7,0.7,1.0,0.3,1.3,0.25,1.0,0.25
GS,Chucky Brown,F,6.0,0.0,12.3,4.0,0.5,2.5,3.0,0.8,0.5,0.17,0.3,1.7,2.5,1.5,3.3,0.45,0.0,0.3,0.0,1.0,1.7,0.6,1.5,3.0,0.5,1.2,0.45
GS,Adam Keefe,F,67.0,13.0,12.5,2.5,1.3,1.8,3.1,0.5,0.42,0.3,0.6,1.5,0.9,1.0,2.4,0.40299999999999997,0.0,0.0,0.33299999999999996,0.6,0.9,0.62,1.0,2.4,0.40399999999999997,1.057,0.41
GS,Larry Hughes,SG,50.0,45.0,36.9,16.5,1.5,4.0,5.5,4.5,1.92,0.58,3.0,2.9,1.5,6.2,16.1,0.38299999999999995,0.3,1.5,0.187,3.9,5.0,0.77,5.9,14.6,0.40299999999999997,1.022,0.39
GS,Mookie Blaylock,G,69.0,59.0,34.1,11.0,1.0,2.9,3.9,6.7,2.36,0.29,1.9,1.9,3.6,4.6,11.6,0.396,1.1,3.3,0.324,0.8,1.1,0.7,3.5,8.3,0.424,0.9490000000000001,0.44
GS,Adonal Foyle,C,58.0,37.0,25.1,5.9,2.7,4.3,7.0,0.8,0.53,2.69,1.4,2.3,0.6,2.7,6.5,0.41600000000000004,0.0,0.0,0.0,0.5,1.2,0.44,2.7,6.5,0.41600000000000004,0.912,0.42
GS,Chris Garner,G,8.0,0.0,18.6,2.4,0.3,1.3,1.5,2.3,0.88,0.13,1.1,2.3,2.0,0.9,4.6,0.18899999999999997,0.0,0.9,0.0,0.6,0.8,0.83,0.9,3.7,0.233,0.514,0.19
GS,Antawn Jamison,PF,82.0,82.0,41.4,24.9,3.4,5.3,8.7,2.0,1.39,0.34,2.4,2.7,0.8,9.8,22.1,0.442,0.8,2.5,0.302,4.7,6.5,0.72,9.0,19.6,0.45899999999999996,1.128,0.46
GS,Randy Livingston,PG,2.0,0.0,3.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
GS,Erick Dampier,C,43.0,26.0,24.1,7.4,2.3,3.6,5.8,1.4,0.4,1.35,1.9,2.9,0.7,2.9,7.3,0.401,0.0,0.0,0.0,1.6,2.9,0.53,2.9,7.3,0.40399999999999997,1.016,0.4
GS,Chris Porter,F,51.0,35.0,22.5,8.6,1.7,2.0,3.7,1.2,0.88,0.12,1.2,2.2,1.0,3.4,8.7,0.389,0.0,0.1,0.0,1.8,2.8,0.67,3.4,8.6,0.39299999999999996,0.9890000000000001,0.39
GS,Corie Blount,PF,38.0,0.0,24.2,6.8,3.8,4.4,8.3,1.3,0.76,0.45,1.4,2.4,0.9,2.8,6.5,0.433,0.1,0.2,0.25,1.1,1.8,0.63,2.7,6.3,0.439,1.0490000000000002,0.44
GS,Bill Curley,F,15.0,2.0,11.8,4.0,1.4,1.1,2.5,0.2,0.4,0.53,0.9,2.7,0.2,1.6,2.9,0.5579999999999999,0.1,0.1,1.0,0.7,1.0,0.73,1.5,2.8,0.5479999999999999,1.395,0.57
GS,Paul McPherson,G,22.0,0.0,13.0,6.8,0.9,0.5,1.4,1.0,0.59,0.05,1.1,1.5,0.9,2.8,5.5,0.517,0.1,0.3,0.33299999999999996,1.1,1.5,0.71,2.7,5.2,0.526,1.25,0.53
GS,Vinny Del Negro,G,29.0,1.0,13.7,2.7,0.1,0.9,1.1,2.1,0.21,0.0,0.5,1.2,4.1,1.0,3.1,0.33299999999999996,0.0,0.3,0.111,0.6,0.6,1.0,1.0,2.8,0.358,0.856,0.34
GS,Danny Fortson,C,6.0,6.0,33.8,16.7,4.8,11.5,16.3,0.8,0.33,0.0,1.7,3.7,0.5,4.8,8.3,0.58,0.0,0.0,0.0,7.0,9.0,0.78,4.8,8.3,0.58,2.0,0.58
GS,Chris Mullin,F,20.0,8.0,18.7,5.8,0.5,1.6,2.1,1.0,0.8,0.5,1.0,1.4,1.0,1.8,5.3,0.34,1.0,2.6,0.365,1.2,1.4,0.86,0.8,2.7,0.315,1.085,0.43
