TEAM,PLAYER,POS,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,PPS,AFG%
BOS,Rajon Rondo,PG,77,77,29.9,10.6,1.0,3.2,4.2,5.1,1.68,0.17,1.9,2.4,2.7,15.7,4.6,9.3,0.49200000000000005,0.1,0.2,0.263,1.4,2.3,0.61,4.5,9.1,0.499,1.1420000000000001,0.5
BOS,Sam Cassell,PG,17,1,17.6,7.6,0.3,1.5,1.8,2.1,0.53,0.18,1.1,1.7,1.8,15.3,2.9,7.6,0.385,0.5,1.3,0.409,1.2,1.5,0.84,2.4,6.3,0.38,1.0,0.42
BOS,Leon Powe,PF,56,5,14.4,7.9,1.7,2.4,4.1,0.3,0.27,0.29,0.8,2.3,0.3,21.0,2.8,4.8,0.5720000000000001,0.0,0.0,0.0,2.4,3.4,0.71,2.8,4.8,0.575,1.6540000000000001,0.57
BOS,Eddie House,SG,78,2,19.0,7.5,0.2,1.9,2.1,1.9,0.76,0.13,1.0,1.5,2.0,13.2,2.8,6.8,0.409,1.5,3.8,0.39299999999999996,0.4,0.5,0.92,1.3,3.0,0.429,1.1,0.52
BOS,Glen Davis,PF,69,1,13.6,4.5,1.4,1.6,3.0,0.4,0.45,0.29,0.9,2.3,0.4,11.4,1.6,3.2,0.484,0.0,0.0,0.0,1.4,2.2,0.66,1.6,3.2,0.484,1.416,0.48
BKN,Malik Allen,PF,48,12,15.9,5.4,0.9,1.8,2.7,0.6,0.31,0.44,0.7,1.9,0.9,9.8,2.6,5.4,0.475,0.0,0.0,0.5,0.3,0.3,0.92,2.6,5.4,0.475,1.0,0.48
BKN,Jason Collins,C,43,23,15.9,1.4,0.8,1.3,2.1,0.4,0.26,0.19,0.5,2.6,0.8,3.4,0.5,1.3,0.426,0.0,0.0,0.0,0.3,0.8,0.39,0.5,1.3,0.426,1.111,0.43
BKN,DeSagana Diop,C,27,5,14.9,2.5,1.8,2.7,4.5,0.5,0.22,0.93,0.6,1.7,0.9,12.4,1.0,2.4,0.415,0.0,0.0,0.0,0.5,1.1,0.47,1.0,2.4,0.415,1.046,0.42
BKN,Trenton Hassell,SF,26,0,11.9,1.8,0.3,1.2,1.5,0.6,0.15,0.08,0.3,1.3,1.9,4.3,0.8,2.1,0.364,0.0,0.2,0.2,0.2,0.3,0.75,0.8,1.9,0.38,0.855,0.37
BKN,Jamaal Magloire,C,24,2,10.8,1.8,0.8,2.6,3.4,0.3,0.0,0.42,1.0,1.8,0.3,1.5,0.6,2.0,0.306,0.0,0.0,0.0,0.6,1.3,0.45,0.6,2.0,0.306,0.898,0.31
BKN,Richard Jefferson,SF,82,82,39.0,22.6,1.1,3.0,4.2,3.1,0.93,0.26,2.4,2.7,1.3,17.5,7.5,16.2,0.466,0.9,2.6,0.36200000000000004,6.6,8.3,0.8,6.6,13.6,0.486,1.3980000000000001,0.5
BKN,Josh Boone,PF,70,53,25.3,8.2,2.7,4.5,7.3,0.8,0.51,0.87,1.0,2.2,0.8,14.8,3.4,6.2,0.5479999999999999,0.0,0.0,0.0,1.4,3.1,0.46,3.4,6.2,0.5479999999999999,1.325,0.55
BKN,Vince Carter,SG,76,72,38.9,21.3,1.5,4.5,6.0,5.1,1.22,0.43,2.4,3.2,2.1,18.9,7.7,16.9,0.456,1.3,3.6,0.359,4.6,5.6,0.82,6.4,13.3,0.48200000000000004,1.26,0.49
BKN,Antoine Wright,SF,41,10,25.8,7.3,0.9,2.2,3.0,1.6,0.63,0.41,1.0,2.6,1.7,8.5,2.8,7.0,0.401,0.7,2.5,0.267,1.0,1.4,0.71,2.1,4.5,0.473,1.038,0.45
BKN,Stromile Swift,PF,21,0,14.0,5.0,0.9,2.5,3.3,0.2,0.24,0.86,0.6,1.9,0.3,14.7,2.0,4.2,0.47700000000000004,0.0,0.0,0.0,1.0,1.3,0.75,2.0,4.2,0.47700000000000004,1.193,0.48
BKN,Billy Thomas,SG,4,0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-1.5,0.0,0.8,0.0,0.0,0.8,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.667,0.0
BKN,Darrell Armstrong,PG,50,2,11.0,2.5,0.3,1.0,1.3,1.5,0.56,0.04,0.8,1.1,1.8,8.8,0.8,2.2,0.364,0.5,1.4,0.33299999999999996,0.4,0.6,0.67,0.3,0.8,0.415,1.1179999999999999,0.47
BKN,Maurice Ager,SF,14,0,6.3,2.6,0.2,0.4,0.6,0.3,0.0,0.0,0.2,0.4,1.3,1.9,1.1,2.7,0.42100000000000004,0.2,0.8,0.273,0.1,0.4,0.17,0.9,1.9,0.48100000000000004,0.9470000000000001,0.46
BKN,Bostjan Nachbar,SF,75,1,22.1,9.8,0.7,2.7,3.5,1.2,0.59,0.28,1.1,2.4,1.0,12.5,3.3,8.1,0.402,1.3,3.5,0.359,2.1,2.6,0.79,2.0,4.6,0.435,1.212,0.48
BKN,Marcus Williams,PG,53,7,16.1,5.9,0.3,1.6,1.9,2.6,0.47,0.06,1.4,1.0,1.9,11.2,2.1,5.5,0.379,1.0,2.7,0.38,0.7,0.9,0.79,1.1,2.8,0.377,1.068,0.47
BKN,Nenad Krstic,C,45,38,18.0,6.6,0.8,3.7,4.4,0.6,0.2,0.38,0.9,2.5,0.7,8.5,2.7,6.7,0.41,0.0,0.0,0.0,1.2,1.5,0.75,2.7,6.7,0.413,0.993,0.41
BKN,Devin Harris,PG,25,22,33.5,15.4,0.4,2.8,3.3,6.5,1.36,0.32,2.7,2.5,2.4,17.6,5.4,12.2,0.43799999999999994,1.2,3.9,0.32,3.5,4.2,0.83,4.2,8.3,0.493,1.261,0.49
BKN,Eddie Gill,PG,13,1,11.5,2.9,0.1,1.6,1.7,1.6,0.54,0.15,0.6,1.4,2.6,11.0,0.9,2.2,0.414,0.4,1.1,0.35700000000000004,0.7,0.7,1.0,0.5,1.1,0.467,1.31,0.5
BKN,Sean Williams,PF,73,29,17.5,5.6,1.6,2.8,4.4,0.4,0.38,1.45,1.0,2.6,0.4,13.8,2.2,4.2,0.5379999999999999,0.0,0.0,0.0,1.1,1.8,0.61,2.2,4.2,0.5379999999999999,1.341,0.54
BKN,Jason Kidd,PG,51,51,37.2,11.3,1.1,6.9,8.1,10.4,1.45,0.29,3.6,1.8,2.9,16.8,3.9,10.8,0.366,1.6,4.6,0.35600000000000004,1.8,2.2,0.82,2.3,6.2,0.374,1.051,0.44
NY,Stephon Marbury,PG,24,19,33.5,13.9,0.7,1.8,2.5,4.7,0.88,0.08,2.0,2.4,2.4,14.1,4.6,11.0,0.419,1.2,3.1,0.37799999999999995,3.5,4.8,0.72,3.4,7.9,0.435,1.2570000000000001,0.47
NY,Malik Rose,PF,49,3,10.1,3.5,0.6,1.5,2.1,0.6,0.33,0.14,0.8,1.6,0.7,7.5,1.3,3.7,0.36700000000000005,0.0,0.1,0.28600000000000003,0.8,1.0,0.73,1.3,3.6,0.37,0.95,0.37
NY,Randolph Morris,C,18,2,10.1,3.1,0.7,1.4,2.1,0.1,0.22,0.11,0.5,2.1,0.2,4.5,1.2,3.2,0.36200000000000004,0.0,0.0,0.0,0.8,1.6,0.48,1.2,3.2,0.36200000000000004,0.966,0.36
NY,Jerome James,C,2,0,2.5,2.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,45.8,0.5,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,4.0,1.0
NY,Quentin Richardson,SF,65,65,28.3,8.1,0.9,4.0,4.8,1.8,0.68,0.23,1.1,2.4,1.7,8.7,3.1,8.5,0.359,1.1,3.3,0.322,0.9,1.4,0.68,2.0,5.2,0.381,0.95,0.42
NY,David Lee,PF,81,29,29.1,10.8,3.0,6.0,8.9,1.2,0.68,0.36,1.2,2.6,1.0,18.2,4.2,7.6,0.552,0.0,0.0,0.0,2.4,2.9,0.82,4.2,7.6,0.5539999999999999,1.4169999999999998,0.55
NY,Zach Randolph,PF,69,68,32.5,17.6,2.7,7.6,10.3,2.0,0.86,0.23,2.7,2.8,0.8,18.4,7.0,15.3,0.45899999999999996,0.3,1.2,0.275,3.2,4.2,0.77,6.7,14.1,0.474,1.15,0.47
NY,Mardy Collins,PG,46,8,13.8,3.2,0.4,1.2,1.6,1.9,0.52,0.17,1.2,1.2,1.6,6.1,1.2,3.8,0.326,0.2,0.7,0.25,0.5,0.8,0.61,1.0,3.1,0.34299999999999997,0.8290000000000001,0.35
NY,Jared Jeffries,PF,73,19,18.2,3.7,1.6,1.7,3.3,0.9,0.49,0.32,0.9,1.8,1.0,8.1,1.5,3.7,0.4,0.1,0.3,0.16,0.7,1.3,0.53,1.4,3.4,0.424,0.996,0.41
NY,Wilson Chandler,SF,35,16,19.6,7.3,1.1,2.5,3.6,0.9,0.43,0.46,0.8,2.4,1.2,11.9,3.0,6.9,0.43799999999999994,0.3,0.9,0.3,1.0,1.5,0.63,2.7,6.0,0.45799999999999996,1.054,0.46
NY,Fred Jones,SG,70,26,25.1,7.6,0.4,2.0,2.4,2.4,0.69,0.26,1.1,2.0,2.1,11.1,2.6,6.2,0.42100000000000004,1.1,2.7,0.385,1.3,1.8,0.75,1.5,3.5,0.45,1.2309999999999999,0.51
NY,Eddy Curry,C,59,58,25.9,13.2,1.9,2.8,4.7,0.5,0.24,0.49,2.1,2.7,0.3,15.4,5.0,9.2,0.546,0.0,0.0,0.0,3.2,5.1,0.62,5.0,9.2,0.546,1.436,0.55
NY,Nate Robinson,PG,72,17,26.2,12.7,0.7,2.4,3.1,2.9,0.83,0.01,1.4,2.6,2.1,15.7,4.6,10.9,0.423,1.3,4.1,0.332,2.1,2.7,0.79,3.3,6.8,0.478,1.168,0.49
NY,Jamal Crawford,SG,80,80,39.9,20.6,0.5,2.1,2.6,5.0,1.01,0.21,2.4,1.8,2.1,16.3,7.1,17.4,0.41,2.2,6.2,0.35600000000000004,4.1,4.8,0.86,4.9,11.2,0.439,1.183,0.47
NY,Renaldo Balkman,SF,65,0,14.6,3.4,1.3,2.0,3.3,0.6,0.68,0.46,0.6,2.0,1.1,11.6,1.4,2.9,0.489,0.0,0.2,0.083,0.6,1.5,0.43,1.4,2.7,0.517,1.204,0.49
PHI,Lou Amundson,PF,16,0,4.0,1.1,0.4,0.3,0.8,0.0,0.06,0.06,0.1,0.8,0.0,7.6,0.5,1.0,0.5,0.0,0.0,0.0,0.1,0.4,0.29,0.5,1.0,0.5,1.125,0.5
PHI,Thaddeus Young,SF,74,22,21.0,8.2,1.6,2.6,4.2,0.8,0.99,0.11,0.9,1.7,0.9,16.5,3.6,6.6,0.539,0.1,0.3,0.316,1.0,1.4,0.74,3.5,6.3,0.5479999999999999,1.245,0.54
PHI,Gordan Giricek,SG,12,0,9.2,3.1,0.1,1.1,1.2,0.9,0.25,0.08,0.7,0.8,1.4,9.8,1.1,3.4,0.317,0.4,1.3,0.33299999999999996,0.5,0.7,0.75,0.7,2.1,0.308,0.902,0.38
PHI,Reggie Evans,PF,81,61,23.2,5.2,2.8,4.8,7.5,0.8,1.06,0.1,1.3,2.6,0.6,11.0,1.9,4.3,0.439,0.0,0.0,1.0,1.5,3.2,0.47,1.9,4.3,0.43799999999999994,1.228,0.44
PHI,Samuel Dalembert,C,82,82,33.2,10.5,3.7,6.6,10.4,0.5,0.49,2.34,1.9,3.3,0.3,15.5,4.1,8.1,0.513,0.0,0.0,0.0,2.3,3.2,0.71,4.1,8.1,0.514,1.307,0.51
PHI,Andre Iguodala,SG,82,82,39.5,19.9,1.0,4.4,5.4,4.8,2.09,0.6,2.6,2.3,1.8,19.1,7.1,15.6,0.456,1.2,3.7,0.32899999999999996,4.5,6.2,0.72,5.9,11.9,0.496,1.276,0.5
PHI,Rodney Carney,SG,70,6,14.8,5.8,0.7,1.4,2.1,0.5,0.56,0.33,0.5,1.4,0.9,12.2,2.3,5.6,0.40299999999999997,0.5,1.7,0.317,0.8,1.2,0.68,1.8,3.9,0.441,1.043,0.45
PHI,Shavlik Randolph,PF,9,0,3.0,0.9,1.0,0.2,1.2,0.3,0.11,0.33,0.2,0.6,1.5,15.0,0.4,1.6,0.28600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,0.28600000000000003,0.5710000000000001,0.29
PHI,Calvin Booth,C,31,0,6.6,0.8,0.2,1.0,1.2,0.3,0.19,0.58,0.1,1.1,2.0,7.0,0.3,0.9,0.33299999999999996,0.0,0.0,0.0,0.2,0.3,0.6,0.3,0.9,0.33299999999999996,0.889,0.33
PHI,Kyle Korver,SG,25,0,26.3,10.0,0.5,2.4,2.9,1.3,0.8,0.24,1.1,2.7,1.2,12.8,3.6,9.1,0.396,1.5,4.3,0.35200000000000004,1.2,1.4,0.91,2.1,4.8,0.43700000000000006,1.097,0.48
PHI,Louis Williams,SG,80,0,23.3,11.5,0.5,1.6,2.1,3.2,1.01,0.16,1.6,1.6,2.0,16.8,4.0,9.4,0.424,0.7,1.9,0.359,2.8,3.6,0.78,3.3,7.5,0.441,1.2229999999999999,0.46
PHI,Andre Miller,PG,82,82,36.8,17.0,1.2,2.8,4.0,6.9,1.28,0.07,2.5,2.2,2.7,18.6,6.9,14.1,0.49200000000000005,0.0,0.4,0.08800000000000001,3.1,4.1,0.77,6.9,13.7,0.504,1.209,0.49
PHI,Willie Green,SG,74,74,26.6,12.4,0.4,2.0,2.5,2.0,0.73,0.3,1.5,1.6,1.4,13.0,5.1,11.8,0.436,0.7,2.4,0.285,1.5,2.0,0.76,4.4,9.4,0.475,1.0590000000000002,0.46
PHI,Jason Smith,C,76,1,14.6,4.5,1.0,2.0,3.0,0.3,0.29,0.66,0.6,1.9,0.4,10.7,1.9,4.1,0.455,0.1,0.2,0.28600000000000003,0.7,1.1,0.66,1.8,3.9,0.46299999999999997,1.097,0.46
PHI,Kevin Ollie,PG,40,0,7.5,1.8,0.1,0.4,0.5,1.0,0.25,0.0,0.1,0.7,7.6,9.8,0.7,1.7,0.42,0.0,0.0,0.0,0.3,0.4,0.8,0.7,1.7,0.426,1.014,0.42
TOR,Darrick Martin,PG,17,0,8.3,1.6,0.2,0.2,0.4,1.2,0.35,0.0,0.1,0.7,21.0,6.0,0.6,2.5,0.233,0.1,0.9,0.125,0.3,0.4,0.83,0.5,1.6,0.29600000000000004,0.628,0.26
TOR,Kris Humphries,PF,70,0,13.2,5.7,1.3,2.4,3.7,0.4,0.36,0.4,0.7,1.5,0.6,16.0,2.3,4.8,0.483,0.0,0.0,0.0,1.1,1.8,0.6,2.3,4.8,0.486,1.192,0.48
TOR,T.J. Ford,PG,51,26,23.5,12.1,0.5,1.5,2.0,6.1,1.06,0.0,2.0,1.8,3.1,20.8,4.8,10.3,0.469,0.3,1.0,0.294,2.2,2.5,0.88,4.5,9.3,0.488,1.177,0.48
TOR,Jamario Moon,SF,78,75,27.8,8.5,1.2,5.0,6.2,1.2,1.03,1.38,0.7,1.9,1.8,15.2,3.6,7.4,0.485,0.5,1.6,0.32799999999999996,0.8,1.1,0.74,3.1,5.8,0.528,1.15,0.52
TOR,Jose Calderon,PG,82,56,30.3,11.2,0.4,2.5,2.9,8.3,1.06,0.07,1.5,1.6,5.4,20.8,4.5,8.6,0.519,1.0,2.2,0.429,1.3,1.5,0.91,3.5,6.4,0.551,1.304,0.57
TOR,Linton Johnson,PF,2,0,5.0,3.0,0.0,0.5,0.5,0.5,0.0,0.0,1.5,0.5,0.3,8.1,1.0,2.5,0.4,0.0,0.5,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.2,0.4
TOR,Jason Kapono,SG,81,7,18.9,7.2,0.4,1.1,1.5,0.8,0.42,0.02,0.7,1.6,1.1,11.0,3.0,6.1,0.488,0.7,1.5,0.483,0.5,0.5,0.86,2.3,4.6,0.489,1.165,0.55
TOR,Anthony Parker,SG,82,82,32.1,12.5,0.6,3.5,4.1,2.2,0.96,0.21,1.1,1.9,2.1,14.7,4.8,10.1,0.47600000000000003,1.6,3.7,0.43799999999999994,1.2,1.5,0.82,3.2,6.4,0.499,1.236,0.56
TOR,Joey Graham,SF,38,3,8.7,3.6,0.5,1.3,1.8,0.4,0.08,0.0,0.6,1.2,0.7,10.6,1.3,3.0,0.434,0.1,0.1,0.667,1.0,1.2,0.84,1.2,2.9,0.42700000000000005,1.2209999999999999,0.44
TOR,Primoz Brezec,C,13,0,8.5,3.7,0.7,0.7,1.4,0.1,0.08,0.15,0.3,1.9,0.3,5.6,1.3,2.9,0.447,0.0,0.0,0.0,1.1,1.6,0.67,1.3,2.9,0.447,1.263,0.45
TOR,Carlos Delfino,SG,82,0,23.5,9.0,0.8,3.6,4.4,1.8,0.84,0.13,0.9,2.2,1.9,13.9,3.1,7.7,0.397,1.5,3.8,0.382,1.4,1.9,0.74,1.6,3.9,0.41200000000000003,1.168,0.49
TOR,Chris Bosh,C,67,67,36.2,22.3,2.6,6.1,8.7,2.6,0.94,1.0,2.3,2.3,1.1,24.2,7.6,15.3,0.494,0.1,0.4,0.4,7.0,8.3,0.84,7.5,14.9,0.496,1.4569999999999999,0.5
TOR,Jorge Garbajosa,PF,7,0,10.6,3.1,0.3,1.9,2.1,0.4,0.43,0.0,0.1,0.3,3.0,10.5,1.1,3.6,0.32,0.9,2.3,0.375,0.0,0.0,0.0,0.2,1.3,0.222,0.88,0.44
TOR,Rasho Nesterovic,C,71,39,20.9,7.8,1.8,3.0,4.8,1.2,0.28,0.73,0.8,1.9,1.4,16.4,3.6,6.6,0.55,0.0,0.0,0.33299999999999996,0.5,0.7,0.76,3.6,6.6,0.552,1.182,0.55
TOR,Juan Dixon,SG,36,0,11.8,4.3,0.3,1.1,1.3,1.8,0.58,0.06,1.0,1.1,1.9,11.5,1.6,4.4,0.369,0.5,1.1,0.436,0.5,0.5,0.95,1.1,3.3,0.34700000000000003,0.956,0.42
TOR,Maceo Baston,SF,15,2,6.9,2.7,0.6,1.1,1.7,0.2,0.13,0.27,0.3,1.3,0.8,17.7,1.1,1.7,0.68,0.0,0.0,0.0,0.5,0.7,0.7,1.1,1.7,0.68,1.64,0.68
TOR,Andrea Bargnani,C,78,53,23.9,10.2,0.6,3.1,3.7,1.1,0.29,0.47,1.1,2.7,1.0,11.0,3.6,9.3,0.386,1.2,3.3,0.345,1.8,2.2,0.84,2.4,6.0,0.409,1.092,0.45
GS,Baron Davis,PG,82,82,39.0,21.8,1.2,3.5,4.7,7.6,2.33,0.52,2.8,3.0,2.7,19.9,7.9,18.6,0.426,2.1,6.4,0.33,3.9,5.2,0.75,5.8,12.2,0.47700000000000004,1.1740000000000002,0.48
GS,Chris Webber,C,9,8,14.0,3.9,0.2,3.3,3.6,2.0,0.44,0.67,1.2,1.9,1.6,10.7,1.7,3.4,0.484,0.0,0.0,0.0,0.6,1.3,0.42,1.7,3.4,0.484,1.129,0.48
GS,Kelenna Azubuike,SF,81,17,21.4,8.5,1.3,2.7,4.0,0.9,0.56,0.42,0.7,2.0,1.3,13.4,3.2,7.2,0.445,0.9,2.4,0.364,1.2,1.7,0.72,2.3,4.8,0.485,1.179,0.51
GS,Kosta Perovic,C,7,0,5.4,1.4,0.9,1.0,1.9,0.1,0.0,0.29,0.1,0.9,1.0,10.3,0.4,1.4,0.3,0.0,0.0,0.0,0.6,0.9,0.67,0.4,1.4,0.3,1.0,0.3
GS,Mickael Pietrus,SF,66,16,19.9,7.2,1.0,2.7,3.7,0.7,1.0,0.65,0.7,3.0,1.0,12.7,2.6,5.9,0.439,1.0,2.8,0.361,1.0,1.5,0.67,1.6,3.1,0.51,1.22,0.52
GS,Marco Belinelli,SG,33,0,7.3,2.9,0.1,0.3,0.4,0.5,0.15,0.0,0.4,0.5,1.3,8.3,1.1,2.8,0.387,0.5,1.2,0.39,0.2,0.3,0.78,0.6,1.6,0.385,1.022,0.47
GS,C.J. Watson,PG,32,0,11.5,3.7,0.4,0.6,1.0,1.1,0.47,0.0,0.6,0.6,1.9,11.1,1.3,3.2,0.426,0.3,0.8,0.34600000000000003,0.7,0.9,0.79,1.0,2.4,0.45299999999999996,1.168,0.47
GS,Monta Ellis,SG,81,72,37.9,20.2,1.6,3.3,5.0,3.9,1.53,0.33,2.1,2.4,1.8,18.9,8.0,15.1,0.531,0.1,0.6,0.231,4.0,5.1,0.77,7.9,14.5,0.545,1.3330000000000002,0.54
GS,Stephen Jackson,SF,73,73,39.1,20.1,0.9,3.4,4.4,4.1,1.26,0.4,2.7,2.3,1.5,14.9,6.7,16.5,0.405,2.5,6.9,0.363,4.2,5.1,0.83,4.2,9.6,0.435,1.218,0.48
GS,Austin Croshere,PF,44,0,10.4,3.9,0.8,1.6,2.4,0.7,0.18,0.14,0.5,1.4,1.4,13.2,1.4,3.1,0.445,0.5,1.4,0.361,0.7,0.7,0.91,0.9,1.7,0.513,1.263,0.53
GS,Brandan Wright,PF,38,6,9.9,4.0,1.0,1.6,2.6,0.2,0.16,0.58,0.3,0.9,0.7,17.1,1.6,2.9,0.5539999999999999,0.0,0.0,0.0,0.7,1.1,0.68,1.6,2.9,0.5539999999999999,1.348,0.55
GS,Didier Ilunga-Mbenga,C,16,0,8.1,1.2,0.8,1.1,1.9,0.3,0.19,0.63,0.3,2.0,1.0,9.4,0.6,1.4,0.391,0.0,0.0,0.0,0.1,0.1,0.5,0.6,1.4,0.391,0.826,0.39
GS,Matt Barnes,SF,73,18,19.4,6.7,1.3,3.2,4.4,1.9,0.66,0.49,1.2,2.2,1.6,13.0,2.6,6.1,0.423,0.7,2.5,0.293,0.8,1.1,0.75,1.9,3.6,0.513,1.1,0.48
GS,Troy Hudson,PG,9,0,10.3,3.1,0.0,0.8,0.8,1.0,0.33,0.0,0.8,0.4,1.3,5.2,1.0,3.4,0.29,0.4,1.3,0.33299999999999996,0.7,0.7,1.0,0.6,2.1,0.263,0.903,0.35
GS,Andris Biedrins,C,76,59,27.3,10.5,3.4,6.4,9.8,1.0,0.74,1.24,1.1,3.4,0.9,19.0,4.5,7.1,0.626,0.0,0.0,0.0,1.5,2.5,0.62,4.5,7.1,0.626,1.466,0.63
GS,Patrick O'Bryant,C,24,0,4.1,1.5,0.4,0.8,1.2,0.2,0.17,0.38,0.3,1.1,0.6,13.3,0.7,1.2,0.552,0.0,0.0,0.0,0.1,0.2,0.6,0.7,1.2,0.552,1.207,0.55
GS,Stephane Lasme,PF,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GS,Al Harrington,PF,81,59,27.0,13.6,1.3,4.1,5.4,1.6,0.91,0.2,1.1,3.3,1.5,15.6,5.0,11.4,0.434,1.9,5.0,0.375,1.8,2.3,0.77,3.1,6.4,0.48200000000000004,1.194,0.52
LAC,Dan Dickau,PG,67,8,15.5,5.3,0.2,1.3,1.4,2.6,0.48,0.04,0.8,1.6,3.1,12.3,1.9,4.4,0.419,0.5,1.6,0.33299999999999996,1.0,1.2,0.83,1.4,2.8,0.46799999999999997,1.189,0.48
LAC,Marcus Williams,SG,10,0,3.4,1.0,0.4,0.8,1.2,0.3,0.1,0.0,0.0,0.3,0.0,6.4,0.5,1.9,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.9,0.263,0.526,0.26
LAC,Ruben Patterson,PF,20,5,16.4,5.1,1.2,2.0,3.2,0.9,1.05,0.35,1.4,1.9,0.6,10.9,2.0,4.3,0.45299999999999996,0.0,0.1,0.0,1.2,2.2,0.56,2.0,4.2,0.46399999999999997,1.186,0.45
LAC,Guillermo Diaz,SG,6,0,3.0,0.8,0.3,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,9.8,0.2,0.7,0.25,0.0,0.2,0.0,0.5,0.8,0.6,0.2,0.5,0.33299999999999996,1.25,0.25
LAC,Chris Kaman,C,56,55,37.2,15.7,3.1,9.6,12.7,1.9,0.59,2.77,2.9,3.2,0.7,17.3,6.0,12.5,0.483,0.0,0.1,0.0,3.6,4.7,0.76,6.0,12.4,0.486,1.254,0.48
LAC,Smush Parker,PG,19,2,21.5,6.4,0.1,1.6,1.7,3.6,1.0,0.16,1.9,2.5,1.9,7.0,2.5,6.8,0.36200000000000004,0.6,2.8,0.222,0.8,1.3,0.67,1.9,4.0,0.461,0.938,0.41
LAC,Richie Frahm,SG,10,2,16.3,4.7,0.4,1.0,1.4,0.8,0.2,0.0,0.6,0.7,1.3,5.5,2.0,5.4,0.37,0.7,2.5,0.28,0.0,0.2,0.0,1.3,2.9,0.44799999999999995,0.87,0.44
LAC,Andre Barrett,SG,4,0,6.3,1.5,0.0,0.3,0.3,1.8,0.0,0.0,0.3,0.3,7.0,11.9,0.5,1.3,0.4,0.3,0.8,0.33299999999999996,0.3,0.5,0.5,0.2,0.5,0.5,1.2,0.5
