RK,PLAYER,POS,TEAM,SALARY
311,Jeff McInnis,PG,Los Angeles Clippers,590000
312,Darrick Martin,PG,Dallas Mavericks,590000
313,Dan Majerle,G,Phoenix Suns,590000
314,Sean Marks,PF,Miami Heat,566000
315,Vladimir Stepania,C,Miami Heat,566000
316,Damon Jones,PG,Detroit Pistons,566000
317,Bruno Sundov,C,Indiana Pacers,565000
318,Felipe Lopez,G,Minnesota Timberwolves,565000
319,Todd MacCulloch,C,New Jersey Nets,550000
320,Charles Smith,SG,San Antonio Spurs,541000
321,Jelani McCoy,PF,Los Angeles Lakers,541000
322,Amal McCaskill,C,San Antonio Spurs,541000
323,Derrick Dial,SG,Toronto Raptors,541000
324,Obinna Ekezie,C,Los Angeles Clippers,541000
325,Rodney Buford,SF,Memphis Grizzlies,540000
326,Michael Ruffin,PF,Philadelphia 76ers,540000
327,Mark Blount,C,Boston Celtics,540000
328,Mark Strickland,F,Atlanta Hawks,539000
329,Terence Morris,F,Houston Rockets,490000
330,Jim Jackson,SF,Miami Heat,480000
331,Predrag Drobnjak,C,Seattle SuperSonics,479000
332,Zendon Hamilton,C,Denver Nuggets,466000
333,Lee Nailon,SF,Charlotte Hornets,466000
334,Art Long,F,Seattle SuperSonics,466000
335,Jerome James,C,Seattle SuperSonics,466000
336,Olumide Oyedeji,C,Seattle SuperSonics,466000
337,Eddie House,SG,Miami Heat,465000
338,ZhiZhi Wang,C,Dallas Mavericks,465000
339,Jason Hart,PG,San Antonio Spurs,465000
340,Dan Langhi,PF,Houston Rockets,465000
341,Eduardo Najera,PF,Dallas Mavericks,465000
342,Eddie Gill,PG,Memphis Grizzlies,465000
343,Brian Cardinal,PF,Detroit Pistons,465000
344,Slava Medvedenko,PF,Los Angeles Lakers,465000
345,Hanno Mottola,C,Atlanta Hawks,465000
346,Reggie Slater,F,New Jersey Nets,438000
347,Steve Goodrich,F,New Jersey Nets,389000
348,Kenny Satterfield,G,Denver Nuggets,333000
349,Jamison Brewer,PG,Indiana Pacers,333000
350,Trenton Hassell,SF,Chicago Bulls,333000
351,Ratko Varda,C,Detroit Pistons,333000
352,Earl Watson,PG,Seattle SuperSonics,333000
353,Gilbert Arenas,PG,Golden State Warriors,333000
354,Ernest Brown,C,Miami Heat,333000
355,Carlos Arroyo,PG,Toronto Raptors,333000
356,Alvin Jones,C,Philadelphia 76ers,332000
357,Bobby Simmons,SF,Washington Wizards,332000
358,Damone Brown,PF,Philadelphia 76ers,332000
359,Maurice Evans,SG,Minnesota Timberwolves,332000
360,Antonis Fotsis,F,Memphis Grizzlies,332000
361,Loren Woods,C,Minnesota Timberwolves,332000
362,Jabari Smith,C,Sacramento Kings,304000
363,Mike James,PG,Miami Heat,237000
